id,plan_id/id,code,name,sped_account_type,sped_parent_code,sped_nature,sped_date_start,sped_date_end
ref_1_2_01_01_17_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.09,Contraprestação Contingente Passiva - Combinação de Negócios - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.10,Passivo Contingente Assumido em Combinação de Negócios - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.11,Faturamento para Entrega Futura - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_12,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.12,Juros sobre o Capital Próprio a Pagar - Circulante,S,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_12_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.12.10,Juros sobre o Capital Próprio a Pagar - Circulante - Brasil,A,2.01.01.17.12,2,2015-01-01,
ref_1_2_01_01_17_12_20,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.12.20,Juros sobre o Capital Próprio a Pagar - Circulante - Exterior,A,2.01.01.17.12,2,2015-01-01,
ref_1_2_01_01_17_13,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.13,Dividendos a Pagar – Circulante,S,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_13_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.13.10,Dividendos a Pagar – Circulante - Brasil,A,2.01.01.17.13,2,2015-01-01,
ref_1_2_01_01_17_13_20,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.13.20,Dividendos a Pagar – Circulante - Exterior,A,2.01.01.17.13,2,2015-01-01,
ref_1_2_01_01_17_15,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.15,Conta de Controle de Custo Contratado - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_16,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.16,Conta de Controle de Custo Orçado - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_25,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.25,Direitos Creditórios a Pagar - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_28,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.28,Outras Obrigações – Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.50,(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outras Contas a Pagar - Circulante,A,2.01.01.17,2,2015-01-01,
ref_1_2_01_01_17_60,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.17.60,CPC 47 - Passivos de Contrato - Circulante,A,2.01.01.17,2,2018-01-01,
ref_1_2_01_01_19,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.19,RECEITAS DIFERIDAS,S,2.01.01,2,2015-01-01,
ref_1_2_01_01_19_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.19.01,Receitas Diferidas,A,2.01.01.19,2,2015-01-01,
ref_1_2_01_01_19_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.19.02,(-) Custos Correspondentes às Receitas Diferidas,A,2.01.01.19,2,2015-01-01,
ref_1_2_01_01_19_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.19.03,Subvenção Governamental a Apropriar,A,2.01.01.19,2,2015-01-01,
ref_1_2_01_01_19_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.01.01.19.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Receitas Diferidas,A,2.01.01.19,2,2015-01-01,
ref_1_2_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02,PASSIVO NÃO-CIRCULANTE,S,2,2,2015-01-01,
ref_1_2_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01,OBRIGAÇÕES A LONGO PRAZO,S,2.02,2,2015-01-01,
ref_1_2_02_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01,EMPRÉSTIMOS E FINANCIAMENTOS - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.01,Fornecedores - No País - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.02,Fornecedores - No Exterior - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.03,Credores por Financiamento - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.04,Títulos a Pagar - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.05,Duplicatas Descontadas - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.06,Empréstimos ou Financiamentos - no País - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.07,Empréstimos ou Financiamentos - no Exterior - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_08,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.08,Adiantamentos de Contrato de Câmbio - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.09,Arrendamento no País - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.10,Arrendamento no Exterior - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.11,Adiantamentos de Clientes - no País – Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_12,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.12,Adiantamentos de Clientes - no Exterior – Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.50,(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Empréstimos e Financiamentos - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.70,Subconta - Ajuste a Valor Justo - Empréstimos e Financiamentos - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_01_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.01.90,Subconta – Adoção Inicial - Empréstimos e Financiamentos - Longo Prazo,A,2.02.01.01,2,2015-01-01,
ref_1_2_02_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.02,BENEFÍCIOS A EMPREGADOS - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.02.01,Benefícios Pós Emprego - Longo Prazo,A,2.02.01.02,2,2015-01-01,
ref_1_2_02_01_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.02.02,Outro Benefícios de Longo Prazo - Longo Prazo,A,2.02.01.02,2,2015-01-01,
ref_1_2_02_01_02_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.02.03,Benefícios Rescisórios - Longo Prazo,A,2.02.01.02,2,2015-01-01,
ref_1_2_02_01_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.03,PARCELAMENTOS FISCAIS - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_03_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.03.01,Parcelamentos Especiais e Ordinários a Recolher - Tributos Federais - Longo Prazo,A,2.02.01.03,2,2015-01-01,
ref_1_2_02_01_03_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.03.02,Parcelamentos Especiais e Ordinários a Recolher - Tributos Estaduais e Municipais - Longo Prazo,A,2.02.01.03,2,2015-01-01,
ref_1_2_02_01_03_28,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.03.28,Outros Tributos a Recolher - Longo Prazo,A,2.02.01.03,2,2015-01-01,
ref_1_2_02_01_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.05,PASSIVOS FISCAIS DIFERIDOS - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_05_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.05.01,Débitos Fiscais IRPJ - Diferenças Temporárias - Longo Prazo,A,2.02.01.05,2,2015-01-01,
ref_1_2_02_01_05_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.05.02,Débitos Fiscais CSLL - Diferenças Temporárias - Longo Prazo,A,2.02.01.05,2,2015-01-01,
ref_1_2_02_01_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07,TÍTULOS DE DÍVIDA - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_07_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.01,Debêntures a Pagar - Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.02,Prêmio na Emissão de Debêntures - Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.04,Notas Promissórias a Pagar – Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.05,Bonds a Pagar,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.06,Certificados de Recebíveis Imobiliários(CRI) – Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.07,Certificados de Recebíveis do Agronegócio(CRA) – Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_25,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.25,Outros Títulos de Dívida a Pagar - – Pelo Custo Amortizado - Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_27,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.27,(-) Custos a Amortizar - Títulos de Dívida - Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_28,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.28,Outros Títulos de Dívida a Pagar – Pelo Pelo Valor Justo(VJPR) - – Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_29,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.29,(-) Deságio a Apropriar - Debêntures - Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_07_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.07.70,Subconta - Ajuste a Valor Justo – Títulos de Dívida a Pagar - – Longo Prazo,A,2.02.01.07,2,2015-01-01,
ref_1_2_02_01_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.09,PROVISÕES - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_09_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.09.01,Provisões de Natureza Trabalhista - Longo Prazo,A,2.02.01.09,2,2015-01-01,
ref_1_2_02_01_09_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.09.02,Provisões de Natureza Tributária - Longo Prazo,A,2.02.01.09,2,2015-01-01,
ref_1_2_02_01_09_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.09.03,Provisões de Natureza Cível - Longo Prazo,A,2.02.01.09,2,2015-01-01,
ref_1_2_02_01_09_28,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.09.28,Outras Provisões - Longo Prazo,A,2.02.01.09,2,2015-01-01,
ref_1_2_02_01_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10,OBRIGAÇÕES FISCAIS – LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_10_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.01,IRRF a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.02,IPI a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.03,ICMS a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.04,PIS a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.05,COFINS a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.06,IOF a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.07,CIDE a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_08,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.08,Tributos Municipais a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.09,Parcelamentos Especiais a Recolher - Tributos Federais – Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.10,Parcelamentos Especiais a Recolher - Tributos Estaduais e Municipais – Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.11,Contribuição a Recolher - Desoneração da Folha de Pagamento - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_10_28,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.10.28,Outros Tributos a Recolher - Longo Prazo,A,2.02.01.10,2,2015-01-01,
ref_1_2_02_01_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11,OUTRAS OBRIGAÇÕES - LONGO PRAZO,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_11_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.01,Mútuos - Partes Não Relacionadas – No País - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.02,Mútuos - Partes Não Relacionadas - No Exterior - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.03,Mútuos – Partes Relacionadas – No País - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.04,Mútuos - Partes Relacionadas – No Exterior - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.10,Passivo Contingente Assumido em Combinação de Negócios - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.11,Juros sobre o Capital Próprio a Pagar - Longo Prazo,S,2.02.01.11,2,2025-01-01,
ref_1_2_02_01_11_11_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.11.10,Juros sobre o Capital Próprio a Pagar - Longo Prazo - Brasil,A,2.02.01.11.11,2,2025-01-01,
ref_1_2_02_01_11_11_20,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.11.20,Juros sobre o Capital Próprio a Pagar - Longo Prazo - Exterior,A,2.02.01.11.11,2,2025-01-01,
ref_1_2_02_01_11_12,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.12,Dividendos a Pagar - Longo Prazo,S,2.02.01.11,2,2025-01-01,
ref_1_2_02_01_11_12_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.12.10,Dividendos a Pagar - Longo Prazo - Brasil,A,2.02.01.11.12,2,2025-01-01,
ref_1_2_02_01_11_12_20,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.12.20,Dividendos a Pagar - Longo Prazo - Exterior,A,2.02.01.11.12,2,2025-01-01,
ref_1_2_02_01_11_13,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.13,Adiantamento para Futuro Aumento de Capital - Passivo - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_15,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.15,Conta de Controle de Custo Contratado - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_16,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.16,Conta de Controle de Custo Orçado - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_22,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.22,Direitos Creditórios a Pagar – Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_28,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.28,Outras Obrigações - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) Outras Obrigações - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_60,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.60,CPC 47 - Passivos de Contrato - Longo Prazo,A,2.02.01.11,2,2018-01-01,
ref_1_2_02_01_11_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.70,Subconta - Ajuste a Valor Justo – Outras Obrigações - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_11_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.11.90,Subconta – Adoção Inicial - Outras Obrigações - Longo Prazo,A,2.02.01.11,2,2015-01-01,
ref_1_2_02_01_21,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21,RECEITAS DIFERIDAS,S,2.02.01,2,2015-01-01,
ref_1_2_02_01_21_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21.01,Receitas Diferidas,A,2.02.01.21,2,2015-01-01,
ref_1_2_02_01_21_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21.02,(-) Custos Correspondentes às Receitas Diferidas,A,2.02.01.21,2,2015-01-01,
ref_1_2_02_01_21_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21.03,Subvenção Governamental a Apropriar,A,2.02.01.21,2,2015-01-01,
ref_1_2_02_01_21_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Receita Diferida - Longo Prazo,A,2.02.01.21,2,2015-01-01,
ref_1_2_02_01_21_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21.70,Subconta - Ajuste a Valor Justo – Receita Diferida - Longo Prazo,A,2.02.01.21,2,2015-01-01,
ref_1_2_02_01_21_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.02.01.21.90,Subconta – Adoção Inicial - Receita Diferida - Longo Prazo,A,2.02.01.21,2,2015-01-01,
ref_1_2_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03,PATRIMÔNIO LÍQUIDO,S,2,3,2015-01-01,
ref_1_2_03_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01,CAPITAL SOCIAL,S,2.03,3,2015-01-01,
ref_1_2_03_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.01,CAPITAL REALIZADO - DE RESIDENTE NO PAÍS,S,2.03.01,3,2015-01-01,
ref_1_2_03_01_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.01.01,Capital Subscrito de Domiciliados e Residentes no País,A,2.03.01.01,3,2015-01-01,
ref_1_2_03_01_01_21,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.01.21,(-) Capital a Integralizar de Domiciliados e Residentes no País,A,2.03.01.01,3,2015-01-01,
ref_1_2_03_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.02,CAPITAL REALIZADO - DE NÃO RESIDENTE NO PAÍS,S,2.03.01,3,2015-01-01,
ref_1_2_03_01_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.02.01,Capital Subscrito de Domiciliados e Residentes no Exterior,A,2.03.01.02,3,2015-01-01,
ref_1_2_03_01_02_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.02.10,(-) Capital a Integralizar de Domiciliados e Residentes no Exterior,A,2.03.01.02,3,2015-01-01,
ref_1_2_03_01_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.10,GASTOS COM EMISSÕES DE TÍTULOS PATRIMONIAIS,S,2.03.01,3,2015-01-01,
ref_1_2_03_01_10_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.01.10.01,(-) Gastos com Emissão de Ações,A,2.03.01.10,3,2015-01-01,
ref_1_2_03_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02,RESERVAS,S,2.03,3,2015-01-01,
ref_1_2_03_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01,RESERVAS DE CAPITAL,S,2.03.02,3,2015-01-01,
ref_1_2_03_02_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01.01,Ágio na Emissão de Ações,A,2.03.02.01,3,2015-01-01,
ref_1_2_03_02_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01.02,Reserva Especial de Ágio na Incorporação,A,2.03.02.01,3,2015-01-01,
ref_1_2_03_02_01_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01.03,Alienação de Partes Beneficiárias e Bônus de Subscrição,A,2.03.02.01,3,2015-01-01,
ref_1_2_03_02_01_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01.11,Doações e Subvenções para Investimentos (Reserva constituída até 31/12/2007),A,2.03.02.01,3,2015-01-01,
ref_1_2_03_02_01_12,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01.12,Prêmio Recebido na Emissão de Debêntures (Reserva constituída até 31/12/2007),A,2.03.02.01,3,2015-01-01,
ref_1_2_03_02_01_99,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.01.99,Outras Reservas de Capital,A,2.03.02.01,3,2015-01-01,
ref_1_2_03_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.02,RESERVAS DE REAVALIAÇÃO,S,2.03.02,3,2015-01-01,
ref_1_2_03_02_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.02.01,Reserva de Reavaliação,A,2.03.02.02,3,2015-01-01,
ref_1_2_03_02_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.02.02,Reserva de Reavaliação Reflexa,A,2.03.02.02,3,2015-01-01,
ref_1_2_03_02_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03,RESERVAS DE LUCROS,S,2.03.02,3,2015-01-01,
ref_1_2_03_02_03_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.01,Reserva Legal,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.02,Reserva Estatutária,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.03,Reserva para Contingência,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.04,Reserva de Incentivos Fiscais,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.05,Reserva de Lucros para Expansão,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.06,Reserva de Lucros a Realizar,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.07,Reserva Especial para Dividendo Obrigatório não Distribuído,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_08,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.08,Reserva de Prêmio na Emissão de Debêntures,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.09,"Reserva para Aumento de Capital (Lei nº 9.249/1995, art. 9º, § 9º)",A,2.03.02.03,3,2015-01-01,
ref_1_2_03_02_03_99,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.02.03.99,Outras Reservas de Lucros,A,2.03.02.03,3,2015-01-01,
ref_1_2_03_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,2.03.03,AJUSTES DE AVALIAÇÃO PATRIMONIAL,S,2.03,3,2015-01-01,
