id,plan_id/id,code,name,sped_account_type,sped_parent_code,sped_nature,sped_date_start,sped_date_end
ref_1_1,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1,ATIVO,S,,1,2015-01-01,
ref_1_1_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01,ATIVO CIRCULANTE,S,1,1,2015-01-01,
ref_1_1_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01,DISPONIBILIDADES,S,1.01,1,2015-01-01,
ref_1_1_01_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.01,CAIXA GERAL,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.01.01,Caixa Matriz,A,1.01.01.01,1,2015-01-01,
ref_1_1_01_01_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.01.02,Caixa Filiais,A,1.01.01.01,1,2015-01-01,
ref_1_1_01_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.02,DEPÓSITOS BANCÁRIOS À VISTA,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.02.01,Bancos Conta Movimento - No País,A,1.01.01.02,1,2015-01-01,
ref_1_1_01_01_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.02.02,Bancos Conta Movimento - No Exterior,A,1.01.01.02,1,2015-01-01,
ref_1_1_01_01_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.04,NUMERÁRIOS EM TRÂNSITO,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_04_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.04.01,Numerários em Trânsito,A,1.01.01.04,1,2015-01-01,
ref_1_1_01_01_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05,TÍTULOS E VALORES MOBILIÁRIOS - NÃO HEDGE - NO PAÍS,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_05_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.01,Títulos para Negociação - Mensurados a Valor Justo Por Meio do Resultado (VJPR) - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.02,Títulos Disponíveis para Venda - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.03,Títulos Mantidos até o Vencimento - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.10,Debêntures emitidas por Partes Relacionadas - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.11,Debêntures Emitidas por Partes Não Relacionadas - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_15,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.15,Outros Empréstimos e Recebíveis - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Valores Mobiliários - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.55,(-) Perdas por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.70,Subconta - Ajuste a Valor Justo - Valores Mobiliários – Não Hedge -No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_05_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.05.90,Subconta – Adoção Inicial - Valores Mobiliários – Não Hedge - No País,A,1.01.01.05,1,2015-01-01,
ref_1_1_01_01_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.06,VALORES MOBILIÁRIOS - HEDGE - NO PAÍS,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_06_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.06.01,Derivativos - Hedge Valor Justo - No País,A,1.01.01.06,1,2015-01-01,
ref_1_1_01_01_06_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.06.02,Derivativos - Hedge Fluxo de Caixa - No País,A,1.01.01.06,1,2015-01-01,
ref_1_1_01_01_06_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.06.03,Derivativos - Hedge Investimento no Exterior - No País,A,1.01.01.06,1,2015-01-01,
ref_1_1_01_01_06_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.06.70,Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No País,A,1.01.01.06,1,2015-01-01,
ref_1_1_01_01_06_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.06.90,Subconta – Adoção Inicial - Valores Mobiliários – Hedge - No País,A,1.01.01.06,1,2015-01-01,
ref_1_1_01_01_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09,TÍTULOS E VALORES MOBILIÁRIOS - NÃO HEDGE - NO EXTERIOR,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_09_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.01,Títulos para Negociação - Mensurados a Valor Justo por Meio de Resultado (VJPR) - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.02,Títulos Disponíveis para Venda - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.03,Títulos Mantidos até o Vencimento - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.10,Debêntures emitidas por Partes Relacionadas - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.11,Debêntures emitidas por Partes Não Relacionadas - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_15,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.15,Outros Empréstimos e Recebíveis - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Valores Mobiliários - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.55,(-) Perdas por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.70,Subconta - Ajuste a Valor Justo - Não Hedge - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_09_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.09.90,Subconta – Adoção Inicial - Valores Mobiliários – Não Hedge - No Exterior,A,1.01.01.09,1,2015-01-01,
ref_1_1_01_01_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.10,VALORES MOBILIÁRIOS - HEDGE - NO EXTERIOR,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_10_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.10.01,Derivativos - Hedge Valor Justo - No Exterior,A,1.01.01.10,1,2015-01-01,
ref_1_1_01_01_10_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.10.02,Derivativos - Hedge Fluxo de Caixa - No Exterior,A,1.01.01.10,1,2015-01-01,
ref_1_1_01_01_10_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.10.03,Derivativos - Hedge Investimento no Exterior - No Exterior,A,1.01.01.10,1,2015-01-01,
ref_1_1_01_01_10_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.10.70,Subconta - Ajuste a Valor Justo - Valores Mobiliários – Hedge - No Exterior,A,1.01.01.10,1,2015-01-01,
ref_1_1_01_01_10_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.10.90,Subconta – Adoção Inicial - Valores Mobiliários – Hedge - No Exterior,A,1.01.01.10,1,2015-01-01,
ref_1_1_01_01_40,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.40,RECURSOS NO EXTERIOR DECORRENTES DE EXPORTAÇÃO,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_40_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.40.01,Recursos no Exterior Decorrentes de Exportação,A,1.01.01.40,1,2015-01-01,
ref_1_1_01_01_99,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.99,OUTRAS DISPONIBILIDADES,S,1.01.01,1,2015-01-01,
ref_1_1_01_01_99_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.01.99.01,Outras Disponibilidades,A,1.01.01.99,1,2015-01-01,
ref_1_1_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02,CRÉDITOS,S,1.01,1,2015-01-01,
ref_1_1_01_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.01,ADIANTAMENTOS,S,1.01.02,1,2015-01-01,
ref_1_1_01_02_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.01.01,Adiantamentos a Fornecedores - no País – Circulante,A,1.01.02.01,1,2015-01-01,
ref_1_1_01_02_01_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.01.02,Adiantamentos a Fornecedores - no Exterior – Circulante,A,1.01.02.01,1,2015-01-01,
ref_1_1_01_02_01_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.01.03,Adiantamentos a Funcionários – Circulante,A,1.01.02.01,1,2015-01-01,
ref_1_1_01_02_01_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.01.04,Adiantamentos a Terceiros – Circulante,A,1.01.02.01,1,2015-01-01,
ref_1_1_01_02_01_98,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.01.98,Outros Adiantamentos – Circulante,A,1.01.02.01,1,2015-01-01,
ref_1_1_01_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02,DUPLICATAS A RECEBER,S,1.01.02,1,2015-01-01,
ref_1_1_01_02_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.01,Duplicatas a Receber – Operações com Partes Não Relacionadas - no País,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.02,Duplicatas a Receber - Operações com Partes Não Relacionadas - no Exterior,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.03,Duplicatas a Receber - Operações com Partes Relacionadas - no País,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.04,Duplicatas a Receber - Operações com Partes Relacionadas - no Exterior,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.50,(-) Juros a Apropriar Decorrentes de Ajuste da Valor Presente (AVP) – Duplicatas a Receber,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_52,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.52,(-) Perdas Estimadas em Créditos de Liquidação Duvidosa - Duplicatas a Receber,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.55,(-) Perdas por Redução ao Valor Recuperável (Impairment) - Duplicatas a Receber,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_02_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.02.90,Subconta – Adoção Inicial - Duplicatas a Receber,A,1.01.02.02,1,2015-01-01,
ref_1_1_01_02_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03,TRIBUTOS A RECUPERAR,S,1.01.02,1,2015-01-01,
ref_1_1_01_02_03_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.01,IPI a Recuperar,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.02,ICMS a Recuperar,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.03,PIS a Recuperar - Crédito Básico,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.04,PIS a Recuperar - Crédito Presumido,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.05,COFINS a Recuperar - Crédito Básico,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.06,COFINS a Recuperar - Crédito Presumido,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.07,CIDE a Recuperar,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_40,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.40,Outros Impostos e Contribuições a Recuperar,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Tributos a Recuperar,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_03_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.03.55,(-) Perdas por Redução ao Valor Recuperável (Impairment) - Tributos a Recuperar,A,1.01.02.03,1,2015-01-01,
ref_1_1_01_02_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04,TRIBUTOS A COMPENSAR,S,1.01.02,1,2015-01-01,
ref_1_1_01_02_04_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.01,Imposto de Renda Retido na Fonte (IRRF),A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.02,IRPJ Recolhido por Estimativa,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.03,IRPJ Saldo Negativo,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.04,CSLL Retida na Fonte,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.05,CSLL Recolhida por Estimativa,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.06,CSLL Saldo Negativo,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.07,PIS/PASEP Retido na Fonte,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_08,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.08,PIS/PASEP a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.09,COFINS Retida na Fonte,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.10,COFINS a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.11,IPI a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_12,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.12,IOF a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_13,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.13,Imposto de Importação a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_14,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.14,Imposto de Exportação a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_15,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.15,ITR a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_16,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.16,CIDE a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_17,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.17,Contribuição Previdenciária Retida na Prestação de Serviços,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_18,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.18,Contribuição Previdenciária a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_40,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.40,Outros Tributos a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.50,( - ) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Tributos a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_04_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.04.55,( - ) Perdas por Redução ao Valor Recuperável (Impairment)- Tributos a Compensar,A,1.01.02.04,1,2015-01-01,
ref_1_1_01_02_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09,OUTROS CRÉDITOS – CIRCULANTE,S,1.01.02,1,2015-01-01,
ref_1_1_01_02_09_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.01,Mútuos com Partes Não Relacionadas – Circulante - No País,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.02,Mútuos com Partes Não Relacionadas – Circulante - No Exterior,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.03,Dividendos a Receber - Circulante - No País,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.04,Dividendos a Receber - Circulante - No Exterior,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.05,Juros Sobre o Capital Próprio a Receber - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.06,Adiantamento para Futuro Aumento de Capital –Ativo - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_07,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.07,Outros Juros a Receber - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_09,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.09,Contraprestação Contingente Ativa - Combinação de Negócios - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_10,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.10,Demais Créditos a Receber - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_11,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.11,Depósitos em Contencioso - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_12,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.12,Outros Créditos em Contencioso - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_20,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.20,Direitos Creditórios Cedidos,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_21,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.21,(-) Deságio na Cessão de Títulos,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_25,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.25,Direitos Creditórios a Receber,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_50,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) – Outros Créditos - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.55,(-) Perdas por Redução ao Valor Recuperável (Impairment) - Outros Créditos - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_02_09_60,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.60,CPC 47 - Atvos de Contrato - Circulante,A,1.01.02.09,1,2018-01-01,
ref_1_1_01_02_09_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.02.09.70,Subconta - Ajuste a Valor Justo – Outros Créditos - Circulante,A,1.01.02.09,1,2015-01-01,
ref_1_1_01_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03,ESTOQUES,S,1.01,1,2015-01-01,
ref_1_1_01_03_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.01,ESTOQUES DE MERCADORIAS,S,1.01.03,1,2015-01-01,
ref_1_1_01_03_01_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.01.01,Mercadorias para Revenda,A,1.01.03.01,1,2015-01-01,
ref_1_1_01_03_01_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.01.55,(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Mercadorias,A,1.01.03.01,1,2015-01-01,
ref_1_1_01_03_01_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.01.70,Subconta - Ajuste a Valor Justo - Estoque Mercadorias,A,1.01.03.01,1,2015-01-01,
ref_1_1_01_03_01_75,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.01.75,( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Mercadorias,A,1.01.03.01,1,2015-01-01,
ref_1_1_01_03_01_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.01.90,Subconta – Adoção Inicial - Estoques de Mercadorias,A,1.01.03.01,1,2015-01-01,
ref_1_1_01_03_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02,ESTOQUES DE PRODUTOS,S,1.01.03,1,2015-01-01,
ref_1_1_01_03_02_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.01,Insumos (materiais diretos),A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.02,Outros Materiais,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.03,Produtos em Elaboração,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.04,Produtos Acabados,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.55,(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Produtos,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_70,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.70,Subconta - Ajuste a Valor Justo - Estoque de Produtos,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_75,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.75,( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque de Produtos,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_02_90,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.02.90,Subconta – Adoção Inicial - Estoques de Produtos,A,1.01.03.02,1,2015-01-01,
ref_1_1_01_03_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03,ESTOQUES - ATIVIDADE IMOBILIÁRIA,S,1.01.03,1,2015-01-01,
ref_1_1_01_03_03_01,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.01,Terrenos - Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_02,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.02,Imóveis Adquiridos para Revenda - Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_03,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.03,Obras em Andamento - Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_04,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.04,Imóveis à Venda - Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_05,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.05,Construções em Andamento de Imóveis Destinados à Venda,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_06,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.06,Materiais de Construção - Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_55,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.55,(-) Perda por Ajuste ao Valor Realizável Líquido - Estoque Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
ref_1_1_01_03_03_75,l10n_br_account_mapping_sped_lucro_real.plan_referencial_1,1.01.03.03.75,( - ) Subconta – Ajuste a Valor Presente (AVP) - Estoque Atividade Imobiliária,A,1.01.03.03,1,2015-01-01,
