id,codigo,nome,dt_inicio,dt_fim,cod_cnae
cnae_mei_1412602,1412602,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",2016-07-01,,1412602
cnae_mei_1412603,1412603,"Facção de peças do vestuário, exceto roupas íntimas",2016-07-01,,1412603
cnae_mei_1413403,1413403,Facção de roupas profissionais,2016-07-01,,1413403
cnae_mei_1414200,1414200,"Fabricação de acessórios do vestuário, exceto para segurança e proteção",2016-07-01,,1414200
cnae_mei_1421500,1421500,Fabricação de meias,2016-07-01,,1421500
cnae_mei_1422300,1422300,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias",2016-07-01,,1422300
cnae_mei_1510600,1510600,Curtimento e outras preparações de couro,2016-07-01,,1510600
cnae_mei_1521100,1521100,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",2016-07-01,,1521100
cnae_mei_1529700,1529700,Fabricação de artefatos de couro não especificados anteriormente,2016-07-01,,1529700
cnae_mei_1531901,1531901,Fabricação de calçados de couro,2016-07-01,,1531901
cnae_mei_1531902,1531902,Acabamento de calçados de couro sob contrato,2016-07-01,,1531902
cnae_mei_1539400,1539400,Fabricação de calçados de materiais não especificados anteriormente,2016-07-01,,1539400
cnae_mei_1540800,1540800,"Fabricação de partes para calçados, de qualquer material",2016-07-01,,1540800
cnae_mei_1622699,1622699,Fabricação de outros artigos de carpintaria para construção,2016-07-01,,1622699
cnae_mei_1623400,1623400,Fabricação de artefatos de tanoaria e de embalagens de madeira,2016-07-01,,1623400
cnae_mei_1629301,1629301,"Fabricação de artefatos diversos de madeira, exceto móveis",2016-07-01,,1629301
cnae_mei_1629302,1629302,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",2016-07-01,,1629302
cnae_mei_1721400,1721400,Fabricação de papel,2016-07-01,,1721400
cnae_mei_1731100,1731100,Fabricação de embalagens de papel,2016-07-01,,1731100
cnae_mei_1732000,1732000,Fabricação de embalagens de cartolina e papel-cartão,2016-07-01,,1732000
cnae_mei_1742701,1742701,Fabricação de fraldas descartáveis,2016-07-01,,1742701
cnae_mei_1742702,1742702,Fabricação de absorventes higiênicos,2016-07-01,,1742702
cnae_mei_1742799,1742799,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,2016-07-01,,1742799
cnae_mei_1749400,1749400,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",2016-07-01,,1749400
cnae_mei_1813001,1813001,Impressão de material para uso publicitário,2016-07-01,,1813001
cnae_mei_1813099,1813099,Impressão de material para outros usos,2016-07-01,,1813099
cnae_mei_1821100,1821100,Serviços de pré-impressão,2016-07-01,,1821100
cnae_mei_1822901,1822901,Serviços de encadernação e plastificação,2016-07-01,,1822901
cnae_mei_2052500,2052500,Fabricação de desinfestantes domissanitários,2016-07-01,,2052500
cnae_mei_2061400,2061400,Fabricação de sabões e detergentes sintéticos,2016-07-01,,2061400
cnae_mei_2062200,2062200,Fabricação de produtos de limpeza e polimento,2016-07-01,,2062200
cnae_mei_2063100,2063100,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",2016-07-01,,2063100
cnae_mei_2092402,2092402,Fabricação de artigos pirotécnicos,2016-07-01,,2092402
cnae_mei_2219600,2219600,Fabricação de artefatos de borracha não especificados anteriormente,2016-07-01,,2219600
cnae_mei_2229399,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2016-07-01,,2229399
cnae_mei_2319200,2319200,Fabricação de artigos de vidro,2016-07-01,,2319200
cnae_mei_2330399,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",2016-07-01,,2330399
cnae_mei_2342702,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",2016-07-01,,2342702
cnae_mei_2349499,2349499,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,2016-07-01,,2349499
cnae_mei_2391501,2391501,"Britamento de pedras, exceto associado à extração",2016-07-01,,2391501
cnae_mei_2391502,2391502,"Aparelhamento de pedras para construção, exceto associado à extração",2016-07-01,,2391502
cnae_mei_2391503,2391503,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",2016-07-01,,2391503
cnae_mei_2399101,2399101,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",2016-07-01,,2399101
cnae_mei_2512800,2512800,Fabricação de esquadrias de metal,2016-07-01,,2512800
cnae_mei_2532201,2532201,Produção de artefatos estampados de metal,2016-07-01,,2532201
cnae_mei_2539001,2539001,"Serviços de usinagem, tornearia e solda",2016-07-01,,2539001
cnae_mei_2539002,2539002,Serviços de tratamento e revestimento em metais,2016-07-01,,2539002
cnae_mei_2541100,2541100,Fabricação de artigos de cutelaria,2016-07-01,,2541100
cnae_mei_2542000,2542000,"Fabricação de artigos de serralheria, exceto esquadrias",2016-07-01,,2542000
cnae_mei_2543800,2543800,Fabricação de ferramentas,2016-07-01,,2543800
cnae_mei_2599301,2599301,Serviços de confecção de armações metálicas para a construção,2016-07-01,,2599301
cnae_mei_2599399,2599399,Fabricação de outros produtos de metal não especificados anteriormente,2016-07-01,,2599399
cnae_mei_2740602,2740602,Fabricação de luminárias e outros equipamentos de iluminação,2016-07-01,,2740602
cnae_mei_2950600,2950600,Recondicionamento e recuperação de motores para veículos automotores,2016-07-01,,2950600
cnae_mei_3101200,3101200,Fabricação de móveis com predominância de madeira,2016-07-01,,3101200
cnae_mei_3102100,3102100,Fabricação de móveis com predominância de metal,2016-07-01,,3102100
cnae_mei_3103900,3103900,"Fabricação de móveis de outros materiais, exceto madeira e metal",2016-07-01,,3103900
cnae_mei_3104700,3104700,Fabricação de colchões,2016-07-01,,3104700
cnae_mei_3211601,3211601,Lapidação de gemas,2016-07-01,,3211601
cnae_mei_3211602,3211602,Fabricação de artefatos de joalheria e ourivesaria,2016-07-01,,3211602
cnae_mei_3211603,3211603,Cunhagem de moedas e medalhas,2016-07-01,,3211603
cnae_mei_3212400,3212400,Fabricação de bijuterias e artefatos semelhantes,2016-07-01,,3212400
cnae_mei_3220500,3220500,"Fabricação de instrumentos musicais, peças e acessórios",2016-07-01,,3220500
cnae_mei_3230200,3230200,Fabricação de artefatos para pesca e esporte,2016-07-01,,3230200
cnae_mei_3240099,3240099,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,2016-07-01,,3240099
cnae_mei_3291400,3291400,"Fabricação de escovas, pincéis e vassouras",2016-07-01,,3291400
cnae_mei_3292202,3292202,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,2016-07-01,,3292202
cnae_mei_3299001,3299001,Fabricação de guarda-chuvas e similares,2016-07-01,,3299001
cnae_mei_3299002,3299002,"Fabricação de canetas, lápis e outros artigos para escritório",2016-07-01,,3299002
cnae_mei_3299003,3299003,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",2016-07-01,,3299003
cnae_mei_3299004,3299004,Fabricação de painéis e letreiros luminosos,2016-07-01,,3299004
cnae_mei_3299005,3299005,Fabricação de aviamentos para costura,2016-07-01,,3299005
cnae_mei_3299006,3299006,"Fabricação de velas, inclusive decorativas",2016-07-01,,3299006
cnae_mei_3299099,3299099,Fabricação de produtos diversos não especificados anteriormente,2016-07-01,,3299099
cnae_mei_3311200,3311200,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",2016-07-01,,3311200
cnae_mei_3313901,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",2016-07-01,,3313901
cnae_mei_3313902,3313902,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",2016-07-01,,3313902
cnae_mei_3313999,3313999,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",2016-07-01,,3313999
cnae_mei_3314701,3314701,Manutenção e reparação de máquinas motrizes não-elétricas,2016-07-01,,3314701
cnae_mei_3314702,3314702,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",2016-07-01,,3314702
cnae_mei_3314706,3314706,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",2016-07-01,,3314706
cnae_mei_3314707,3314707,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,2016-07-01,,3314707
cnae_mei_3314709,3314709,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório",2016-07-01,,3314709
cnae_mei_3314710,3314710,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,2016-07-01,,3314710
cnae_mei_3314711,3314711,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,2016-07-01,,3314711
cnae_mei_3314712,3314712,Manutenção e reparação de tratores agrícolas,2016-07-01,,3314712
cnae_mei_3314719,3314719,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",2016-07-01,,3314719
cnae_mei_3314720,3314720,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",2016-07-01,,3314720
cnae_mei_3314799,3314799,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,2016-07-01,,3314799
cnae_mei_3317102,3317102,Manutenção e reparação de embarcações para esporte e lazer,2016-07-01,,3317102
cnae_mei_3319800,3319800,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,2016-07-01,,3319800
cnae_mei_3321000,3321000,Instalação de máquinas e equipamentos industriais,2016-07-01,,3321000
cnae_mei_3329501,3329501,Serviços de montagem de móveis de qualquer material,2016-07-01,,3329501
cnae_mei_3600602,3600602,Distribuição de água por caminhões,2016-07-01,,3600602
cnae_mei_3702900,3702900,"Atividades relacionadas a esgoto, exceto a gestão de redes",2016-07-01,,3702900
cnae_mei_3811400,3811400,Coleta de resíduos não-perigosos,2016-07-01,,3811400
cnae_mei_3812200,3812200,Coleta de resíduos perigosos,2016-07-01,,3812200
cnae_mei_3831901,3831901,Recuperação de sucatas de alumínio,2016-07-01,,3831901
cnae_mei_3831999,3831999,"Recuperação de materiais metálicos, exceto alumínio",2016-07-01,,3831999
cnae_mei_3832700,3832700,Recuperação de materiais plásticos,2016-07-01,,3832700
cnae_mei_3839499,3839499,Recuperação de materiais não especificados anteriormente,2016-07-01,,3839499
cnae_mei_4321500,4321500,Instalação e manutenção elétrica,2016-07-01,,4321500
cnae_mei_4322301,4322301,"Instalações hidráulicas, sanitárias e de gás",2016-07-01,,4322301
cnae_mei_4322302,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",2016-07-01,,4322302
cnae_mei_4322303,4322303,Instalações de sistema de prevenção contra incêndio,2016-07-01,,4322303
cnae_mei_4329101,4329101,Instalação de painéis publicitários,2016-07-01,,4329101
cnae_mei_4329102,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,2016-07-01,,4329102
cnae_mei_4329103,4329103,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",2016-07-01,,4329103
cnae_mei_4329104,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",2016-07-01,,4329104
cnae_mei_4329105,4329105,"Tratamentos térmicos, acústicos ou de vibração",2016-07-01,,4329105
