id,codigo,nome,dt_inicio,dt_fim,nat_rubr,tp_rubr,cod_inc_cp,cod_inc_irrf,cod_inc_fgts,cod_inc_sind,rep_dsr,rep_13,rep_ferias,rep_resc,rep_afast,fator_rubr
rubr_pad_esocial1200,eSocial1200,DSR - Descanso Semanal Remunerado,2014-01-01,,1002,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1210,eSocial1210,DSR - Descanso Semanal Remunerado - sobre Horas Extras,2014-01-01,,1002,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1211,eSocial1211,DSR - Descanso Semanal Remunerado - sobre Adicional Noturno,2014-01-01,,1002,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1212,eSocial1212,DSR - Descanso Semanal Remunerado - sobre Adicional de Viagem do empregado doméstico,2014-01-01,,1002,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1213,eSocial1213,"DSR - Descanso Semanal Remunerado - sobre comissões, percentagens",2014-01-01,,1002,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1220,eSocial1220,DSR - Descanso Semanal Remunerado - em dobro,2014-01-01,2016-11-30,1002,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial1220_28,eSocial1220,Descanso semanal e/ou feriado trabalhados,2016-12-01,,1002,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial1300,eSocial1300,Adicional de insalubridade,2014-01-01,,1202,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1310,eSocial1310,Adicional de periculosidade,2014-01-01,,1203,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1320,eSocial1320,Adicional por tempo de serviço,2014-01-01,,1206,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1330,eSocial1330,Adicional de transferência,2014-01-01,,1204,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1340,eSocial1340,Adicional de viagem do empregado doméstico,2014-01-01,,1204,1,11,11,11,0,S,S,S,S,S,
rubr_pad_esocial1350,eSocial1350,Outros adicionais,2014-01-01,,1299,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1400,eSocial1400,Quebra de caixa,2014-01-01,,1225,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1410,eSocial1410,Gratificações,2014-01-01,,1211,1,11,11,11,0,S,S,S,S,S,
rubr_pad_esocial1420,eSocial1420,Gratificação de função,2014-01-01,,1201,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1430,eSocial1430,Prêmios,2014-01-01,2018-04-30,2501,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial1430_39,eSocial1430,Prêmios,2018-05-01,,2501,1,0,11,0,0,N,N,N,N,N,
rubr_pad_esocial1440,eSocial1440,Gratificação por acordo ou convenção coletiva,2014-01-01,,1210,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1500,eSocial1500,Gorjetas,2014-01-01,,1209,1,11,11,11,0,N,S,S,N,S,
rubr_pad_esocial1510,eSocial1510,Direitos intelectuais,2014-01-01,,2510,1,0,11,0,0,N,N,N,N,N,
rubr_pad_esocial1520,eSocial1520,Gueltas,2014-01-01,,1208,1,11,11,11,0,N,S,S,N,S,
rubr_pad_esocial1550,eSocial1550,Vale-Transporte - Adiantamento pago em dinheiro,2014-01-01,2021-06-30,1810,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial1550_45,eSocial1550,Vale-Transporte - Adiantamento pago em dinheiro,2021-07-01,,1810,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1561,eSocial1561,Alimentação - Pecúnia,2014-01-01,,1800,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial1562,eSocial1562,Alimentação - Ticket ou cartão - Integrantes do PAT,2014-01-01,,1806,3,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1563,eSocial1563,Alimentação - Ticket ou cartão - Não integrante do PAT,2014-01-01,,1807,3,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1564,eSocial1564,Alimentação - Cesta básica ou refeição - Integrantes do PAT,2014-01-01,,1808,3,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1565,eSocial1565,Alimentação - Cesta básica ou refeição - Não integrante do PAT,2014-01-01,,1809,3,0,9,11,0,N,N,N,N,N,
rubr_pad_esocial1570,eSocial1570,Vestuário e equipamentos,2014-01-01,,2903,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1600,eSocial1600,Abonos,2014-01-01,2018-04-30,1401,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial1600_53,eSocial1600,Abonos,2018-05-01,,1401,1,0,11,0,0,N,N,N,N,N,
rubr_pad_esocial1610,eSocial1610,Abono PIS/PASEP,2014-01-01,2021-06-30,1402,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial1610_55,eSocial1610,Abono PIS/PASEP,2021-07-01,,1402,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1620,eSocial1620,Abono legal,2014-01-01,,1403,1,0,11,0,0,N,N,N,N,N,
rubr_pad_esocial1630,eSocial1630,Auxílio babá,2014-01-01,,1404,1,0,79,0,0,N,N,N,N,N,
rubr_pad_esocial1640,eSocial1640,Assistência médica,2014-01-01,,1405,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1650,eSocial1650,Auxílio-creche,2014-01-01,,1406,1,0,79,0,0,N,N,N,N,N,
rubr_pad_esocial1700,eSocial1700,Salário maternidade,2014-01-01,,4050,1,21,11,11,0,N,S,S,S,S,
rubr_pad_esocial1701,eSocial1701,Salário maternidade (pago pelo INSS),2014-01-01,2021-06-30,4050,3,25,0,11,0,N,N,N,N,N,
rubr_pad_esocial1701_62,eSocial1701,Salário maternidade (pago pelo INSS),2021-07-01,,9930,3,25,9,11,0,N,N,N,N,N,
rubr_pad_esocial1710,eSocial1710,Salário maternidade - 13º Salário,2014-01-01,,4051,1,22,12,12,0,N,N,N,N,N,
rubr_pad_esocial1711,eSocial1711,Salário maternidade - 13º Salário (pago pelo INSS),2014-01-01,2021-06-30,4051,3,26,0,12,0,N,N,N,N,N,
rubr_pad_esocial1711_65,eSocial1711,Salário maternidade - 13º Salário (pago pelo INSS),2021-07-01,,9931,3,26,9,12,0,N,N,N,N,N,
rubr_pad_esocial1720,eSocial1720,Salário-família,2014-01-01,2021-06-30,1409,1,51,0,0,0,N,N,N,N,N,
rubr_pad_esocial1720_67,eSocial1720,Salário-família,2021-07-01,,1409,1,51,9,0,0,N,N,N,N,N,
rubr_pad_esocial1721,eSocial1721,Diferença de Salário-família retroativo,2017-02-01,2021-06-30,1409,1,51,0,0,0,N,N,N,N,N,
rubr_pad_esocial1721_69,eSocial1721,Diferença de Salário-família retroativo,2021-07-01,,1409,1,51,9,0,0,N,N,N,N,N,
rubr_pad_esocial1730,eSocial1730,Salário-família - Complemento,2014-01-01,,1009,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial1740,eSocial1740,Salário base afastamento acidentário,2014-01-01,2021-06-30,9932,3,0,0,11,0,N,N,N,N,N,
rubr_pad_esocial1740_72,eSocial1740,Salário base afastamento acidentário,2021-07-01,,9932,3,0,9,11,0,N,N,N,N,N,
rubr_pad_esocial1745,eSocial1745,Salário base afastamento acidentário - 13º Salário,2014-01-01,2021-06-30,9932,3,0,0,12,0,N,N,N,N,N,
rubr_pad_esocial1745_74,eSocial1745,Salário base afastamento acidentário - 13º Salário,2021-07-01,,9932,3,0,9,12,0,N,N,N,N,N,
rubr_pad_esocial1750,eSocial1750,Salário base do serviço militar obrigatório,2014-01-01,2021-06-30,9905,3,0,0,11,0,N,N,N,N,N,
rubr_pad_esocial1750_76,eSocial1750,Salário base do serviço militar obrigatório,2021-07-01,,9905,3,0,9,11,0,N,N,N,N,N,
rubr_pad_esocial1755,eSocial1755,Salário base do serviço militar obrigatório - 13º Salário,2014-01-01,2021-06-30,9905,3,0,0,12,0,N,N,N,N,N,
rubr_pad_esocial1755_78,eSocial1755,Salário base do serviço militar obrigatório - 13º Salário,2021-07-01,,9905,3,0,9,12,0,N,N,N,N,N,
rubr_pad_esocial1800,eSocial1800,13º salário - Adiantamento,2014-01-01,2021-06-30,5504,1,0,0,12,0,N,N,N,N,N,
rubr_pad_esocial1800_80,eSocial1800,13º salário - Adiantamento,2021-07-01,,5504,1,0,9,12,0,N,N,N,N,N,
rubr_pad_esocial1810,eSocial1810,13º salário,2014-01-01,,5001,1,12,12,12,0,N,N,N,N,N,
rubr_pad_esocial1820,eSocial1820,13º salário complementar,2014-01-01,2016-12-31,5005,1,12,12,12,0,N,N,N,N,N,
rubr_pad_esocial1820_83,eSocial1820,Diferença de reflexo da remuneração variável no 13º salário,2017-01-01,,5005,1,12,12,12,0,N,N,N,N,N,
rubr_pad_esocial1830,eSocial1830,13º salário - Parcela final paga em dezembro,2014-01-01,2021-06-30,5504,3,0,0,12,0,N,N,N,N,N,
rubr_pad_esocial1830_85,eSocial1830,13º salário - Parcela final paga em dezembro,2021-07-01,,5504,3,0,9,12,0,N,N,N,N,N,
rubr_pad_esocial1840,eSocial1840,Insuficiência de saldo,2014-01-01,2021-06-30,2930,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial1840_87,eSocial1840,Insuficiência de saldo,2021-07-01,,2930,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1900,eSocial1900,Adiantamento de férias,2014-01-01,2024-12-31,1020,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1900_89,eSocial1900,Adiantamento de férias,2025-01-01,,1016,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1901,eSocial1901,Adiantamento do adicional de 1/3 sobre férias,2014-01-01,2024-12-31,1020,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1901_91,eSocial1901,Adiantamento do adicional de 1/3 sobre férias,2025-01-01,,1017,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1910,eSocial1910,Férias - Gozadas no mês,2014-01-01,2016-08-31,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1910_93,eSocial1910,Férias - Gozadas no mês,2016-09-01,2024-12-31,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1910_94,eSocial1910,Férias - Gozadas no mês,2025-01-01,,1016,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1920,eSocial1920,Férias - Adicional 1/3 sobre férias gozadas no mês,2014-01-01,2016-08-31,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1920_96,eSocial1920,Férias - Adicional 1/3 sobre férias gozadas no mês,2016-09-01,2024-12-31,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1920_97,eSocial1920,Férias - Adicional 1/3 sobre férias gozadas no mês,2025-01-01,,1017,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1925,eSocial1925,Férias - Pagamento prorrogado - Adicional 1/3 sobre férias - MP 927/2020,2020-04-01,2020-04-30,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1925_99,eSocial1925,Férias - Pagamento prorrogado - Adicional 1/3 sobre férias - MP 1.046/2021,2021-04-01,2021-11-30,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1925_100,eSocial1925,Férias - Pagamento prorrogado - Adicional 1/3 sobre férias - MP 927/2020,2020-05-01,2020-12-31,1020,1,11,13,11,0,N,N,N,N,N,
rubr_pad_esocial1930,eSocial1930,Férias - Abono pecuniário de férias,2014-01-01,2016-08-31,1023,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1930_102,eSocial1930,Férias - Abono pecuniário de férias,2016-09-01,,1023,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1940,eSocial1940,Férias - Adicional 1/3 sobre abono pecuniário,2014-01-01,2016-08-31,1023,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1940_104,eSocial1940,Férias - Adicional 1/3 sobre abono pecuniário,2016-09-01,,1023,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1945,eSocial1945,Férias - Pagamento prorrogado - Abono pecuniário de férias + 1/3 - MP 927/2020,2020-04-01,2020-04-30,1023,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1945_106,eSocial1945,Férias - Pagamento prorrogado - Abono pecuniário de férias + 1/3 - MP 1.046/2021,2021-04-01,2021-11-30,1023,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1945_107,eSocial1945,Férias - Pagamento prorrogado - Abono pecuniário de férias + 1/3 - MP 927/2020,2020-05-01,2020-12-31,1023,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1950,eSocial1950,Férias - O dobro na vigência do contrato,2014-01-01,2016-08-31,1024,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1950_109,eSocial1950,Férias - O dobro na vigência do contrato,2016-09-01,,1024,1,0,13,0,0,N,N,N,N,N,
rubr_pad_esocial1955,eSocial1955,Abono pecuniário de férias - O dobro na vigência do contrato,2014-01-01,2016-08-31,1024,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1955_111,eSocial1955,Abono pecuniário de férias - O dobro na vigência do contrato,2016-09-01,,1024,1,0,75,0,0,N,N,N,N,N,
rubr_pad_esocial1960,eSocial1960,Diárias de viagem - até 50% do salário,2014-01-01,2017-10-31,1651,1,0,72,0,0,N,N,N,N,N,
rubr_pad_esocial1970,eSocial1970,Diárias de viagem - acima de 50% do salário,2014-01-01,2017-10-31,1652,1,11,11,11,0,N,S,S,S,S,
rubr_pad_esocial1975,eSocial1975,Diárias de viagem,2018-05-01,,1650,1,0,72,0,0,N,N,N,N,N,
rubr_pad_esocial1980,eSocial1980,Ajuda de custo de transferência (Parcela única),2014-01-01,,1602,1,0,73,0,0,N,N,N,N,N,
rubr_pad_esocial1981,eSocial1981,Ajuda de custo,2014-01-01,,1603,1,0,73,0,0,N,N,N,N,N,
rubr_pad_esocial1982,eSocial1982,Ressarcimento de despesas pelo uso de veículo próprio,2014-01-01,,1620,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1983,eSocial1983,"Ressarcimento de despesas de viagem, exceto despesas com veículos",2014-01-01,,1621,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1984,eSocial1984,Ressarcimento de provisão,2014-01-01,,1623,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1985,eSocial1985,Ressarcimento de outras despesas,2014-01-01,,1629,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial1990,eSocial1990,Reembolsos diversos (com natureza salarial),2014-01-01,2021-07-31,2920,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial2000,eSocial2000,Ajuda Compensatória - Lei 14.020/2020,2020-04-01,2020-12-31,1619,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial2000_123,eSocial2000,Ajuda Compensatória - MP 1.045/2021,2021-04-01,2021-06-30,1619,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial2000_124,eSocial2000,Ajuda Compensatória - MP 1.045/2021,2021-07-01,,1619,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial2020,eSocial2020,Reembolsos diversos (sem natureza salarial),2014-01-01,2021-06-30,2920,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial2020_126,eSocial2020,Reembolsos diversos (sem natureza salarial),2021-07-01,2021-07-31,2920,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial2030,eSocial2030,PLR - Participação nos lucros e resultados,2014-01-01,,1300,1,0,14,0,0,N,N,N,N,N,
rubr_pad_esocial2050,eSocial2050,Arredondamentos,2014-01-01,,2999,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial2100,eSocial2100,Estagiários - Bolsa,2014-01-01,,1350,1,0,11,0,0,N,N,N,N,N,
rubr_pad_esocial2110,eSocial2110,Numerário - Remuneração do contribuinte individual,2014-01-01,,3501,1,11,11,0,0,N,N,N,N,N,
rubr_pad_esocial2120,eSocial2120,Honorários,2014-01-01,,3501,1,11,11,0,0,N,S,N,N,S,
rubr_pad_esocial2130,eSocial2130,Retiradas (pró-labore) de proprietários ou sócios,2014-01-01,,3508,1,11,11,0,0,N,N,N,N,N,
rubr_pad_esocial2131,eSocial2131,Retiradas (pró-labore) de diretores (não empregados) optantes pelo FGTS,2014-01-01,,3506,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial2500,eSocial2500,Base de Cálculo do FGTS - Reclamatória Trabalhista,2014-01-01,,9939,3,0,0,11,0,N,N,N,N,N,
rubr_pad_esocial3000,eSocial3000,Saldo de salários,2014-01-01,,6000,1,11,11,11,0,N,N,N,N,N,
rubr_pad_esocial3010,eSocial3010,13º salário sobre o aviso prévio indenizado,2014-01-01,,6001,1,12,74,21,0,N,N,N,N,N,
rubr_pad_esocial3020,eSocial3020,13º salário proporcional,2014-01-01,,6002,1,12,12,12,0,N,N,N,N,N,
rubr_pad_esocial3030,eSocial3030,Aviso prévio indenizado,2014-01-01,,6003,1,0,74,21,0,N,N,N,N,N,
rubr_pad_esocial3040,eSocial3040,Férias vencidas - em dobro - na rescisão,2014-01-01,,6004,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3050,eSocial3050,Férias proporcionais,2014-01-01,,6006,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3060,eSocial3060,Férias vencidas,2014-01-01,,6007,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3065,eSocial3065,Férias sobre o aviso prévio indenizado,2014-01-01,,6006,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3070,eSocial3070,Adicional de 1/3 sobre férias,2014-01-01,,6007,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3080,eSocial3080,Indenização do art. 9º da Lei 7.238/1984,2014-01-01,,6102,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3090,eSocial3090,"Indenização do art. 14 da lei nº 5.889, de 8 de junho de 1973",2014-01-01,,6103,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3100,eSocial3100,Indenização pela extinção antecipada do contrato a termo,2014-01-01,,6104,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3110,eSocial3110,"Multa por atraso no pagamento da rescisão (art. 477, § 8º, da CLT)",2014-01-01,,6106,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3120,eSocial3120,Indenização por quebra de estabilidade,2014-01-01,,6107,1,0,74,0,0,N,N,N,N,N,
rubr_pad_esocial3200,eSocial3200,Indenização rescisória - Programa Emergencial de Manutenção do Emprego e da Renda,2020-04-01,2021-06-30,6119,1,0,0,0,0,N,N,N,N,N,
rubr_pad_esocial3200_150,eSocial3200,Indenização rescisória - Programa Emergencial de Manutenção do Emprego e da Renda,2021-07-01,,6119,1,0,9,0,0,N,N,N,N,N,
rubr_pad_esocial3500,eSocial3500,Diferença de remuneração mensal,2014-01-01,2016-06-30,1000,1,11,11,11,0,S,S,S,S,S,
rubr_pad_esocial3500_152,eSocial3500,Retroativo - Diferença de remuneração mensal,2016-07-01,,1000,1,11,11,11,0,S,S,S,S,S,
rubr_pad_esocial3501,eSocial3501,Diferença de 13º salário,2014-01-01,2016-06-30,5001,1,12,12,12,0,N,N,N,N,N,
