id,codigo,nome,dt_inicio,dt_fim,desc_resumida
cid_o149,O149,Pré-eclâmpsia não especificada,2014-01-01,,O14.9 Pre-eclampsia NE
cid_o15,O15,Eclâmpsia,2014-01-01,,O15 Eclampsia
cid_o150,O150,Eclâmpsia na gravidez,2014-01-01,,O15.0 Eclampsia na gravidez
cid_o151,O151,Eclâmpsia no trabalho de parto,2014-01-01,,O15.1 Eclampsia no trabalho de parto
cid_o152,O152,Eclâmpsia no puerpério,2014-01-01,,O15.2 Eclampsia no puerperio
cid_o159,O159,Eclâmpsia não especificada quanto ao período,2014-01-01,,O15.9 Eclampsia NE quanto ao periodo
cid_o16,O16,Hipertensão materna não especificada,2014-01-01,,O16 Hipertensao materna NE
cid_o20,O20,Hemorragia do início da gravidez,2014-01-01,,O20 Hemorragia do inicio da gravidez
cid_o200,O200,Ameaça de aborto,2014-01-01,,O20.0 Ameaca de aborto
cid_o208,O208,Outras hemorragias do início da gravidez,2014-01-01,,O20.8 Outr hemorragias do inicio da gravidez
cid_o209,O209,"Hemorragia do início da gravidez, não especificada",2014-01-01,,O20.9 Hemorragia do inicio da gravidez NE
cid_o21,O21,Vômitos excessivos na gravidez,2014-01-01,,O21 Vomitos excessivos na gravidez
cid_o210,O210,Hiperêmese gravídica leve,2014-01-01,,O21.0 Hiperemese gravidica leve
cid_o211,O211,Hiperêmese gravídica com distúrbio metabólico,2014-01-01,,O21.1 Hiperemese gravidica c/disturbio metabolico
cid_o212,O212,Vômitos tardios da gravidez,2014-01-01,,O21.2 Vomitos tard da gravidez
cid_o218,O218,Outras formas de vômitos complicando a gravidez,2014-01-01,,O21.8 Outr form de vomitos complicando a gravidez
cid_o219,O219,"Vômitos da gravidez, não especificados",2014-01-01,,O21.9 Vomitos da gravidez NE
cid_o22,O22,Complicações venosas na gravidez,2014-01-01,,O22 Complic venosas na gravidez
cid_o220,O220,Varizes dos membros inferiores na gravidez,2014-01-01,,O22.0 Varizes dos membros infer na gravidez
cid_o221,O221,Varizes genitais na gravidez,2014-01-01,,O22.1 Varizes genitais na gravidez
cid_o222,O222,Tromboflebite superficial na gravidez,2014-01-01,,O22.2 Tromboflebite superf na gravidez
cid_o223,O223,Flebotrombose profunda na gravidez,2014-01-01,,O22.3 Flebotrombose profunda na gravidez
cid_o224,O224,Hemorróidas na gravidez,2014-01-01,,O22.4 Hemorroidas na gravidez
cid_o225,O225,Trombose venosa cerebral na gravidez,2014-01-01,,O22.5 Trombose venosa cerebral na gravidez
cid_o228,O228,Outras complicações venosas na gravidez,2014-01-01,,O22.8 Outr complic venosas na gravidez
cid_o229,O229,"Complicações venosas na gravidez, não especificadas",2014-01-01,,O22.9 Complic venosas na gravidez NE
cid_o23,O23,Infecções do trato geniturinário na gravidez,2014-01-01,,O23 Infecc do trato geniturinario na gravidez
cid_o230,O230,Infecções do rim na gravidez,2014-01-01,,O23.0 Infecc do rim na gravidez
cid_o231,O231,Infecções da bexiga na gravidez,2014-01-01,,O23.1 Infecc da bexiga na gravidez
cid_o232,O232,Infecções da uretra na gravidez,2014-01-01,,O23.2 Infecc da uretra na gravidez
cid_o233,O233,Infecções de outras partes do trato urinário na gravidez,2014-01-01,,O23.3 Infecc outr partes trato urinario gravidez
cid_o234,O234,Infecção não especificada do trato urinário na gravidez,2014-01-01,,O23.4 Infecc NE do trato urinario na gravidez
cid_o235,O235,Infecções do trato genital na gravidez,2014-01-01,,O23.5 Infecc do trato genital na gravidez
cid_o239,O239,Outras infecções e as não especificadas do trato urinário na gravidez,2014-01-01,,O23.9 Outr infecc e NE trato urinario na gravidez
cid_o24,O24,Diabetes mellitus na gravidez,2014-01-01,,O24 Diabetes mellitus na gravidez
cid_o240,O240,"Diabetes mellitus pré-existente, insulino-dependente",2014-01-01,,O24.0 Diabetes mellitus pre-exist insulino-depend
cid_o241,O241,"Diabetes mellitus pré-existente, não-insulino-dependente",2014-01-01,,O24.1 Diabetes mellitus pre-exist nao-insulino-dep
cid_o242,O242,"Diabetes mellitus pré-existente, relacionado com a desnutrição",2014-01-01,,O24.2 Diabetes mellitus pre-existente rel desnutr
cid_o243,O243,"Diabetes mellitus pré-existente, não especificado",2014-01-01,,O24.3 Diabetes mellitus pre-existente NE
cid_o244,O244,Diabetes mellitus que surge durante a gravidez,2014-01-01,,O24.4 Diabetes mellitus que surge durante gravidez
cid_o249,O249,"Diabetes mellitus na gravidez, não especificado",2014-01-01,,O24.9 Diabetes mellitus na gravidez NE
cid_o25,O25,Desnutrição na gravidez,2014-01-01,,O25 Desnutric na gravidez
cid_o26,O26,Assistência materna por outras complicações ligadas predominantemente à gravidez,2014-01-01,,O26 Assist materna outr complic lig predom grav
cid_o260,O260,Ganho excessivo de peso na gravidez,2014-01-01,,O26.0 Ganho excessivo de peso na gravidez
cid_o261,O261,Ganho de peso insuficiente na gravidez,2014-01-01,,O26.1 Ganho de peso insuficiente na gravidez
cid_o262,O262,Assistência à gravidez por motivo de abortamento habitual,2014-01-01,,O26.2 Assist gravidez p/ abortamento habitual
cid_o263,O263,Retenção de dispositivo intra-uterino contraceptivo (DIU) na gravidez,2014-01-01,,O26.3 Retencao disp intra-uterino contracept grav
cid_o264,O264,Herpes gestacional,2014-01-01,,O26.4 Herpes gestacional
cid_o265,O265,Síndrome da hipotensão materna,2014-01-01,,O26.5 Sindr da hipotensao materna
cid_o266,O266,"Transtornos do fígado na gravidez, no parto e no puerpério",2014-01-01,,O26.6 Transt do figado na gravidez parto puerperio
cid_o267,O267,"Subluxação da sínfise (púbica) na gravidez, parto e puerpério",2014-01-01,,O26.7 Subluxacao sinfise gravidez parto puerperio
cid_o268,O268,"Outras afecções especificadas, ligadas a gravidez",2014-01-01,,O26.8 Outr afeccoes espec ligadas a gravidez
cid_o269,O269,"Afecções ligadas a gravidez, não especificadas",2014-01-01,,O26.9 Afeccoes ligadas a gravidez NE
cid_o28,O28,"Achados anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28 Achados anorm rastr antenatal mae
cid_o280,O280,"Achados hematológicos anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.0 Achados hematolog anorm rastr antenatal mae
cid_o281,O281,"Achados bioquímicos anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.1 Achados bioquim anorm rastr antenatal mae
cid_o282,O282,"Achados citológicos anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.2 Achados citolog anorm rastr antenatal mae
cid_o283,O283,"Achados ultrassonográficos anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.3 Achados ultrasson anorm rastr antenatal mae
cid_o284,O284,"Achados radiológicos anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.4 Achados radiolog anorm rastr antenatal mae
cid_o285,O285,"Achados cromossômicos e genéticos anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.5 Achados cromos genet anorm rastr antenat mae
cid_o288,O288,"Outros achados anormais do rastreamento [""""screening""""] antenatal da mãe",2014-01-01,,O28.8 Outr achados anorm rastr antenatal da mae
cid_o289,O289,"Achados anormais do rastreamento [""""screening""""] antenatal da mãe, não especificados",2014-01-01,,O28.9 Achados anorm rastr antenatal da mae NE
cid_o29,O29,Complicações de anestesia administrada durante a gravidez,2014-01-01,,O29 Complic anestesia admin durante gravidez
cid_o290,O290,Complicações pulmonares de anestesia administrada durante a gravidez,2014-01-01,,O29.0 Complic pulm anestesia admin durante grav
cid_o291,O291,Complicações cardíacas de anestesia administrada durante a gravidez,2014-01-01,,O29.1 Complic card anestesia admin durante grav
cid_o292,O292,Complicações relativas ao sistema nervoso central devidas a anestesia administrada durante a gravidez,2014-01-01,,O29.2 Complic sist nerv centr dev anest admin grav
cid_o293,O293,Reação tóxica causada por anestesia local administrada durante a gravidez,2014-01-01,,O29.3 Reacao toxica anest local admin durante grav
cid_o294,O294,Cefaléia causada por anestesia raquidiana ou peridural administradas durante a gravidez,2014-01-01,,O29.4 Cefaleia anest raquid peridur admin dur grav
cid_o295,O295,Outras complicações de anestesia raquidiana ou peridural administradas durante a gravidez,2014-01-01,,O29.5 Outr compl anest raq peridur admin dur grav
cid_o296,O296,Falha ou dificuldade na entubação durante a gravidez,2014-01-01,,O29.6 Falha dificuld na entubacao durante gravidez
cid_o298,O298,Outras complicações de anestesia durante a gravidez,2014-01-01,,O29.8 Outr complic de anestesia durante a gravidez
cid_o299,O299,"Complicações de anestesia durante a gravidez, não especificadas",2014-01-01,,O29.9 Complic de anestesia durante a gravidez NE
cid_o30,O30,Gestação múltipla,2014-01-01,,O30 Gestacao mult
cid_o300,O300,Gravidez dupla,2014-01-01,,O30.0 Gravidez dupla
cid_o301,O301,Gravidez trigemelar,2014-01-01,,O30.1 Gravidez trigemelar
cid_o302,O302,Gravidez quadrigemelar,2014-01-01,,O30.2 Gravidez quadrigemelar
cid_o308,O308,Outras gestações múltiplas,2014-01-01,,O30.8 Outr gestacoes mult
cid_o309,O309,"Gestação múltipla, não especificada",2014-01-01,,O30.9 Gestacao mult NE
cid_o31,O31,Complicações específicas de gestação múltipla,2014-01-01,,O31 Complic especificas de gestacao mult
cid_o310,O310,Feto papiráceo,2014-01-01,,O31.0 Feto papiraceo
cid_o311,O311,Continuação da gravidez após aborto de um ou mais fetos,2014-01-01,,O31.1 Continuacao gravidez apos aborto de fetos
cid_o312,O312,Continuação da gravidez após a morte intra-uterina de um ou mais fetos,2014-01-01,,O31.2 Contin grav apos morte intra-uter de fetos
cid_o318,O318,Outras complicações específicas de gestação múltipla,2014-01-01,,O31.8 Outr complic especificas de gestacao mult
cid_o32,O32,"Assistência prestada à mãe por motivo de apresentação anormal, conhecida ou suspeitada, do feto",2014-01-01,,O32 Assist prest mae apres anorm conh susp feto
cid_o320,O320,Assistência prestada à mãe por posição fetal instável,2014-01-01,,O32.0 Assist prest mae p/posicao fetal instavel
cid_o321,O321,Assistência prestada à mãe por apresentação pélvica,2014-01-01,,O32.1 Assist prestada a mae p/apresentacao pelvica
cid_o322,O322,Assistência prestada à mãe por posição fetal transversa e oblíqua,2014-01-01,,O32.2 Assist prest mae pos fetal transv e obliqua
cid_o323,O323,"Assistência prestada à mãe por apresentação de face, mento e fronte",2014-01-01,,O32.3 Assist prest mae apres face mento e fronte
cid_o324,O324,Assistência prestada à mãe por polo cefálico alto em gestação a termo,2014-01-01,,O32.4 Assist prest mae polo cefal alto gest termo
cid_o325,O325,Assistência prestada à mãe por gestação múltipla com apresentação anormal de um ou mais fetos,2014-01-01,,O32.5 Assist prest mae gest mult apres anorm fetos
cid_o326,O326,Assistência prestada à mãe por apresentação composta,2014-01-01,,O32.6 Assist prest mae p/apresentacao composta
cid_o328,O328,Assistência prestada à mãe por outras formas de apresentação anormal do feto,2014-01-01,,O32.8 Assist prest mae outr form apres anorm feto
cid_o329,O329,"Assistência prestada à mãe por apresentação anormal do feto, não especificada",2014-01-01,,O32.9 Assist prest mae apres anormal do feto NE
cid_o33,O33,Assistência prestada à mãe por uma desproporção conhecida ou suspeita,2014-01-01,,O33 Assist prest mae desprop conhecida suspeita
cid_o330,O330,Assistência prestada à mãe por uma desproporção devida à deformidade da pelve óssea materna,2014-01-01,,O33.0 Assist prest mae despr deform pelv ossea mat
cid_o331,O331,Assistência prestada à mãe por uma desproporção devida à contração geral da pelve,2014-01-01,,O33.1 Assist prest mae desprop contrac geral pelve
cid_o332,O332,Assistência prestada à mãe por uma desproporção devida à contração do estreito superior da pelve,2014-01-01,,O33.2 Assist prest mae despr contr estr sup pelve
cid_o333,O333,Assistência prestada à mãe por uma desproporção devida à contração do estreito inferior da pelve,2014-01-01,,O33.3 Assist prest mae despr contr estr inf pelve
cid_o334,O334,"Assistência prestada à mãe por uma desproporção de origem mista, materna e fetal",2014-01-01,,O33.4 Assist prest mae desprop orig mista mat fet
cid_o335,O335,Assistência prestada à mãe por uma desproporção devida a feto excepcionalmente grande,2014-01-01,,O33.5 Assist prest mae desprop feto excepc grande
cid_o336,O336,Assistência prestada à mãe por uma desproporção devida a feto hidrocefálico,2014-01-01,,O33.6 Assist prest mae desprop feto hidrocefalico
cid_o337,O337,Assistência prestada à mãe por uma desproporção devida a outras deformidades fetais,2014-01-01,,O33.7 Assist prest mae desprop dev outr deform fet
cid_o338,O338,Assistência prestada à mãe por uma desproporção de outra origem,2014-01-01,,O33.8 Assist prest mae desproporcao de outr origem
cid_o339,O339,"Assistência prestada à mãe por uma desproporção, não especificada",2014-01-01,,O33.9 Assist prestada a mae p/uma desproporcao NE
cid_o34,O34,"Assistência prestada à mãe por anormalidade, conhecida ou suspeita, dos órgãos pélvicos maternos",2014-01-01,,O34 Assist prest mae anor conh susp org pelv mat
cid_o340,O340,Assistência à mãe por malformação congênita do útero,2014-01-01,,O34.0 Assist a mae p/malformacao congen do utero
cid_o341,O341,Assistência prestada à mãe por tumor do corpo do útero,2014-01-01,,O34.1 Assist prestada a mae p/tumor do corpo utero
cid_o342,O342,Assistência prestada à mãe por cicatriz uterina devida a uma cirurgia anterior,2014-01-01,,O34.2 Assist prest mae cicatriz uterina cirurg ant
cid_o343,O343,Assistência prestada à mãe por incompetência cervical,2014-01-01,,O34.3 Assist prest mae p/incompetencia cervical
cid_o344,O344,Assistência prestada à mãe por outras anormalidades do colo do útero,2014-01-01,,O34.4 Assist prest mae outr anorm colo do utero
cid_o345,O345,Assistência prestada à mãe por outras anormalidades do útero gravídico,2014-01-01,,O34.5 Assist prest mae outr anorm utero gravidico
cid_o346,O346,Assistência prestada à mãe por anormalidade da vagina,2014-01-01,,O34.6 Assist prest mae p/anormalidade da vagina
cid_o347,O347,Assistência prestada à mãe por anormalidade da vulva e do períneo,2014-01-01,,O34.7 Assist prest mae p/anorm da vulva e perineo
cid_o348,O348,Assistência prestada à mãe por outras anormalidades dos órgãos pélvicos,2014-01-01,,O34.8 Assist prest mae p/outr anorm org pelvicos
cid_o349,O349,"Assistência prestada à mãe por anormalidade de órgãos pélvicos, não especificada",2014-01-01,,O34.9 Assist prest mae p/anorm orgaos pelvicos NE
cid_o35,O35,"Assistência prestada à mãe por anormalidade e lesão fetais, conhecidas ou suspeitadas",2014-01-01,,O35 Assist prest mae anorm lesao fet conhec susp
cid_o350,O350,Assistência prestada à mãe por malformação do sistema nervoso central do feto (suspeitada),2014-01-01,,O35.0 Assist prest mae malform sist nerv cent feto
cid_o351,O351,Assistência prestada à mãe por anormalidade cromossômica (suspeitada) do feto,2014-01-01,,O35.1 Assist prest mae anorm cromossomica do feto
cid_o352,O352,Assistência prestada à mãe por doença hereditária (suspeitada) do feto,2014-01-01,,O35.2 Assist prest mae p/doenc hereditaria do feto
cid_o353,O353,Assistência prestada à mãe por lesão fetal (suspeitada) causada por doença viral materna,2014-01-01,,O35.3 Assist prest mae lesao fet caus doen vir mat
cid_o354,O354,Assistência prestada à mãe por lesão (suspeitada) causada ao feto por alcoolismo materno,2014-01-01,,O35.4 Assist prest mae lesao caus feto alcool mat
cid_o355,O355,Assistência prestada à mãe por lesão fetal (suspeitada) causada por drogas,2014-01-01,,O35.5 Assist prest mae lesao fetal causada drogas
cid_o356,O356,Assistência prestada à mãe por lesão fetal (suspeitada) causada por radiação,2014-01-01,,O35.6 Assist prest mae lesao fetal causada radiac
cid_o357,O357,Assistência prestada à mãe por lesão fetal (suspeitada) causada por outros procedimentos médicos,2014-01-01,,O35.7 Assist prest mae lesao fet caus out proc med
cid_o358,O358,Assistência prestada à mãe por outras anormalidades ou lesões fetais (suspeitadas),2014-01-01,,O35.8 Assist prest mae outr anorm ou lesoes fetais
cid_o359,O359,"Assistência prestada à mãe por lesão ou anormalidade fetais (suspeitadas), não especificadas",2014-01-01,,O35.9 Assist prest mae lesao ou anorm fetais NE
cid_o36,O36,Assistência prestada à mãe por outros problemas fetais conhecidos ou suspeitados,2014-01-01,,O36 Assist prest mae outr probl fet conhec susp
cid_o360,O360,Assistência prestada à mãe por isoimunização Rh,2014-01-01,,O36.0 Assist prestada a mae p/isoimunizacao Rh
cid_o361,O361,Assistência prestada à mãe por outros tipos de isoimunização,2014-01-01,,O36.1 Assist prest mae p/outr tipos isoimunizacao
cid_o362,O362,Assistência prestada à mãe por hidropsia fetal,2014-01-01,,O36.2 Assist prestada a mae p/hidropsia fetal
cid_o363,O363,Assistência prestada à mãe por sinais de hipóxia fetal,2014-01-01,,O36.3 Assist prestada a mae p/sinais hipoxia fetal
cid_o364,O364,Assistência prestada à mãe por morte intra-uterina,2014-01-01,,O36.4 Assist prestada a mae p/morte intra-uterina
cid_o365,O365,Assistência prestada à mãe por insuficiência de crescimento fetal,2014-01-01,,O36.5 Assist prestada a mae p/insuf cresc fetal
cid_o366,O366,Assistência prestada à mãe por crescimento fetal excessivo,2014-01-01,,O36.6 Assist prestada a mae p/cresc fetal excess
cid_o367,O367,Assistência prestada à mãe por feto viável em gravidez abdominal,2014-01-01,,O36.7 Assist prest mae feto viavel grav abdominal
cid_o368,O368,Assistência prestada à mãe por outros problemas fetais especificados,2014-01-01,,O36.8 Assist prest mae outr problemas fetais espec
cid_o369,O369,Assistência prestada à mãe por problema fetal não especificado,2014-01-01,,O36.9 Assist prestada a mae p/problema fetal NE
cid_o40,O40,Polihidrâmnio,2014-01-01,,O40 Polihidramnio
cid_o41,O41,Outros transtornos das membranas e do líquido amniótico,2014-01-01,,O41 Outr transt membranas e liquido amniotico
cid_o410,O410,Oligohidrâmnio,2014-01-01,,O41.0 Oligohidramnio
cid_o411,O411,Infecção do saco amniótico e das membranas,2014-01-01,,O41.1 Infecc do saco amniotico e das membranas
cid_o418,O418,Outros transtornos especificados do líquido amniótico e das membranas,2014-01-01,,O41.8 Outr transt espec liq amniotico e membranas
cid_o419,O419,Transtornos do líquido amniótico e das membranas não especificados,2014-01-01,,O41.9 Transt do liquido amniotico e membranas NE
cid_o42,O42,Ruptura prematura de membranas,2014-01-01,,O42 Ruptura prematura de membranas
cid_o420,O420,"Ruptura prematura de membranas, com início do trabalho de parto dentro de 24 horas",2014-01-01,,O42.0 Ruptura premat membr c/inic trab parto 24h
cid_o421,O421,"Ruptura prematura de membranas, com início do trabalho de parto depois das primeiras 24 horas",2014-01-01,,O42.1 Ruptura premat membr inic trab parto dep 24h
cid_o422,O422,"Ruptura prematura de membranas, com trabalho de parto retardado por terapêutica",2014-01-01,,O42.2 Ruptura premat membr trab parto retard terap
cid_o429,O429,"Ruptura prematura de membranas, não especificada",2014-01-01,,O42.9 Ruptura prematura de membranas NE
cid_o43,O43,Transtornos da placenta,2014-01-01,,O43 Transt da placenta
cid_o430,O430,Síndromes de transfusão placentária,2014-01-01,,O43.0 Sindr de transfusao placentaria
cid_o431,O431,Malformação da placenta,2014-01-01,,O43.1 Malformacao da placenta
cid_o438,O438,Outros transtornos da placenta,2014-01-01,,O43.8 Outr transt da placenta
cid_o439,O439,"Transtorno da placenta, não especificado",2014-01-01,,O43.9 Transt da placenta NE
cid_o44,O44,Placenta prévia,2014-01-01,,O44 Placenta previa
cid_o440,O440,Placenta prévia especificada como sem hemorragia,2014-01-01,,O44.0 Placenta previa espec como s/hemorragia
cid_o441,O441,Placenta prévia com hemorragia,2014-01-01,,O44.1 Placenta previa c/hemorragia
cid_o45,O45,Descolamento prematuro da placenta [abruptio placentae],2014-01-01,,O45 Descolamento prematuro da placenta
cid_o450,O450,Descolamento prematuro da placenta com deficiência de coagulação,2014-01-01,,O45.0 Descolamento premat placenta c/defic coagul
cid_o458,O458,Outro descolamento prematuro da placenta,2014-01-01,,O45.8 Outr descolamento prematuro da placenta
cid_o459,O459,"Descolamento prematuro da placenta, não especificado",2014-01-01,,O45.9 Descolamento prematuro da placenta NE
cid_o46,O46,Hemorragia anteparto não classificada em outra parte,2014-01-01,,O46 Hemorragia anteparto NCOP
cid_o460,O460,Hemorragia anteparto com deficiência de coagulação,2014-01-01,,O46.0 Hemorragia anteparto c/defic de coagulacao
cid_o468,O468,Outra forma de hemorragia anteparto,2014-01-01,,O46.8 Outr form de hemorragia anteparto
cid_o469,O469,"Hemorragia anteparto, não especificada",2014-01-01,,O46.9 Hemorragia anteparto NE
cid_o47,O47,Falso trabalho de parto,2014-01-01,,O47 Falso trabalho de parto
cid_o470,O470,Falso trabalho de parto antes de se completarem 37 semanas de gestação,2014-01-01,,O47.0 Falso trab parto antes de 37 sem gestacao
cid_o471,O471,Falso trabalho de parto na 37ª semana completa ou depois dela,2014-01-01,,O47.1 Falso trab parto 37ª sem completa ou depois
cid_o479,O479,"Falso trabalho de parto, não especificado",2014-01-01,,O47.9 Falso trabalho de parto NE
cid_o48,O48,Gravidez prolongada,2014-01-01,,O48 Gravidez prolongada
cid_o60,O60,Trabalho de parto pré-termo,2014-01-01,,O60 Trabalho de parto pre-termo
cid_o600,O600,Trabalho de parto pré-termo sem parto,2014-01-01,,O60.0 Trabalho de parto pré-termo sem parto
cid_o601,O601,Trabalho de parto pré-termo com parto pré-termo,2014-01-01,,O60.1 Trabalho parto pré-termo c/parto pré-termo
cid_o602,O602,Trabalho de parto pré-termo com parto a termo,2014-01-01,,O60.2 Trabalho de parto pré-termo c/parto a termo
cid_o61,O61,Falha na indução do trabalho de parto,2014-01-01,,O61 Falha na inducao do trabalho de parto
cid_o610,O610,Falha na indução médica do trabalho de parto,2014-01-01,,O61.0 Falha na inducao medica do trabalho de parto
cid_o611,O611,Falha na indução instrumental do trabalho de parto,2014-01-01,,O61.1 Falha inducao instrumental trabalho de parto
cid_o618,O618,Outras formas de falha na indução do trabalho de parto,2014-01-01,,O61.8 Outr form falha na inducao trabalho de parto
cid_o619,O619,"Falha na indução do trabalho de parto, não especificada",2014-01-01,,O61.9 Falha na inducao do trabalho de parto NE
cid_o62,O62,Anormalidades da contração uterina,2014-01-01,,O62 Anormalidades da contracao uterina
cid_o620,O620,Contrações iniciais inadequadas,2014-01-01,,O62.0 Contracoes iniciais inadequadas
cid_o621,O621,Inércia uterina secundária,2014-01-01,,O62.1 Inercia uterina secund
cid_o622,O622,Outras formas de inércia uterina,2014-01-01,,O62.2 Outr form de inercia uterina
cid_o623,O623,Trabalho de parto precipitado,2014-01-01,,O62.3 Trabalho de parto precipitado
cid_o624,O624,"Contrações uterinas hipertônicas, incoordenadas ou prolongadas",2014-01-01,,O62.4 Contrac uterinas hiperton incoord ou prolong
cid_o628,O628,Outras anormalidades da contração uterina,2014-01-01,,O62.8 Outr anormalidades da contracao uterina
cid_o629,O629,"Anormalidades da contração uterina, não especificadas",2014-01-01,,O62.9 Anormalidades da contracao uterina NE
cid_o63,O63,Trabalho de parto prolongado,2014-01-01,,O63 Trabalho de parto prolongado
cid_o630,O630,Prolongamento do primeiro período (dilatação),2014-01-01,,O63.0 Prolongamento do primeiro periodo
cid_o631,O631,Prolongamento do segundo período (expulsão),2014-01-01,,O63.1 Prolongamento do segundo periodo
cid_o632,O632,"Parto retardado do segundo gêmeo, do terceiro gêmeo etc",2014-01-01,,O63.2 Parto retardado segundo terceiro gemeo etc
cid_o639,O639,"Trabalho de parto prolongado, não especificado",2014-01-01,,O63.9 Trabalho de parto prolongado NE
cid_o64,O64,Obstrução do trabalho de parto devida à má-posição ou má-apresentação do feto,2014-01-01,,O64 Obstr trab parto dev ma-posic ma-apres feto
cid_o640,O640,Obstrução do trabalho de parto devida à rotação incompleta do polo cefálico fetal,2014-01-01,,O64.0 Obstr trab part dev rot incomp polo cef fet
cid_o641,O641,Obstrução do trabalho de parto devida à apresentação pélvica,2014-01-01,,O64.1 Obstr trab parto dev apresentacao pelvica
cid_o642,O642,Obstrução do trabalho de parto devida à apresentação de face,2014-01-01,,O64.2 Obstr trab parto dev apresentacao de face
cid_o643,O643,Obstrução do trabalho de parto devida à apresentação de fronte,2014-01-01,,O64.3 Obstr trab parto dev apresentacao de fronte
cid_o644,O644,Obstrução do trabalho de parto devida à apresentação de ombro,2014-01-01,,O64.4 Obstr trab parto dev apresentacao de ombro
cid_o645,O645,Obstrução do trabalho de parto devida à apresentação complexa,2014-01-01,,O64.5 Obstr trab parto dev apresentacao complexa
cid_o648,O648,Obstrução do trabalho de parto devida a outras formas de má-apresentação e má-posição,2014-01-01,,O64.8 Obstr trab part dev out form ma-apres ma-pos
cid_o649,O649,"Obstrução do trabalho de parto devida a má-posição ou má-apresentação, não especificadas",2014-01-01,,O64.9 Obstr trab parto dev ma-posic ou ma-apres NE
cid_o65,O65,Obstrução do trabalho de parto devida a anormalidade pélvica da mãe,2014-01-01,,O65 Obstr trab parto dev anorm pelvica da mae
cid_o650,O650,Obstrução do trabalho de parto devida a deformidade pélvica,2014-01-01,,O65.0 Obstr trabalho de parto dev deform pelvica
cid_o651,O651,Obstrução do trabalho de parto devida à contração geral da pelve,2014-01-01,,O65.1 Obstr trab parto dev contracao geral pelve
cid_o652,O652,Obstrução do trabalho de parto devida à contração do estreito superior,2014-01-01,,O65.2 Obstr trab parto dev contracao estreito sup
cid_o653,O653,Obstrução do trabalho de parto devida à contração do estreito inferior ou da cavidade mediana,2014-01-01,,O65.3 Obstr trab parto dev contr estr inf cav med
cid_o654,O654,"Obstrução do trabalho de parto devida a desproporção feto-pélvica, não especificada",2014-01-01,,O65.4 Obstr trab parto dev desprop feto-pelvica NE
cid_o655,O655,Obstrução do trabalho de parto devida a anormalidade dos órgãos pélvicos maternos,2014-01-01,,O65.5 Obstr trab parto dev anorm org pelvicos mat
cid_o658,O658,Obstrução do trabalho de parto devida a outras anormalidades pélvicas maternas,2014-01-01,,O65.8 Obstr trab parto dev outr anorm pelvicas mat
cid_o659,O659,Obstrução do trabalho de parto devida a anormalidades pélvicas maternas não especificadas,2014-01-01,,O65.9 Obstr trab parto dev anorm pelvicas mat NE
cid_o66,O66,Outras formas de obstrução do trabalho de parto,2014-01-01,,O66 Outr form de obstrucao do trabalho de parto
cid_o660,O660,Obstrução do trabalho de parto devido a distócia de ombro,2014-01-01,,O66.0 Obstr trab parto dev distocia de ombro
cid_o661,O661,Obstrução do trabalho de parto por colisão de gêmeos,2014-01-01,,O66.1 Obstr trabalho de parto p/colis de gemeos
cid_o662,O662,Obstrução do trabalho de parto por feto excepcionalmente grande,2014-01-01,,O66.2 Obstr trab parto p/feto excepc grande
cid_o663,O663,Obstrução do trabalho de parto devido a outras anormalidades do feto,2014-01-01,,O66.3 Obstr trab parto dev outr anorm do feto
cid_o664,O664,"Falha de tentativa de trabalho de parto, não especificada",2014-01-01,,O66.4 Falha de tentativa de trabalho de parto NE
cid_o665,O665,"Falha de aplicação de fórceps e vácuo-extrator, não especificada",2014-01-01,,O66.5 Falha aplicacao forceps e vacuo-extrator NE
cid_o668,O668,"Outras formas de obstrução do trabalho de parto, especificadas",2014-01-01,,O66.8 Outr form de obstrucao do trab parto espec
cid_o669,O669,"Obstrução do trabalho de parto, não especificado",2014-01-01,,O66.9 Obstrucao do trabalho de parto NE
cid_o67,O67,Trabalho de parto e parto complicados por hemorragia intraparto não classificados em outra parte,2014-01-01,,O67 Trab parto parto compl hemorr intrapart NCOP
cid_o670,O670,Hemorragia intraparto com deficiência de coagulação,2014-01-01,,O67.0 Hemorragia intraparto c/defic de coagulacao
cid_o678,O678,Outras hemorragias intraparto,2014-01-01,,O67.8 Outr hemorragias intraparto
cid_o679,O679,Hemorragia intraparto não especificada,2014-01-01,,O67.9 Hemorragia intraparto NE
cid_o68,O68,Trabalho de parto e parto complicados por sofrimento fetal,2014-01-01,,O68 Trab parto e parto complic sofrimento fetal
cid_o680,O680,Trabalho de parto e parto complicados por anormalidade da freqüência cardíaca fetal,2014-01-01,,O68.0 Trab parto e parto compl anorm freq card fet
cid_o681,O681,Trabalho de parto e parto complicados por mecônio no líquido amniótico,2014-01-01,,O68.1 Trab parto e parto compl meconio liq amniot
