id,codigo,nome,dt_inicio,dt_fim,desc_resumida
cid_a00,A00,Cólera,2014-01-01,,A00 Colera
cid_a000,A000,"Cólera devida a Vibrio cholerae 01, biótipo cholerae",2014-01-01,,A00.0 Colera dev Vibrio cholerae 01 biot cholerae
cid_a001,A001,"Cólera devida a Vibrio cholerae 01, biótipo El Tor",2014-01-01,,A00.1 Colera dev Vibrio cholerae 01 biot El Tor
cid_a009,A009,Cólera não especificada,2014-01-01,,A00.9 Colera NE
cid_a01,A01,Febres tifóide e paratifóide,2014-01-01,,A01 Febres tifoide e paratifoide
cid_a010,A010,Febre tifóide,2014-01-01,,A01.0 Febre tifoide
cid_a011,A011,Febre paratifóide A,2014-01-01,,A01.1 Febre paratifoide A
cid_a012,A012,Febre paratifóide B,2014-01-01,,A01.2 Febre paratifoide B
cid_a013,A013,Febre paratifóide C,2014-01-01,,A01.3 Febre paratifoide C
cid_a014,A014,Febre paratifóide não especificada,2014-01-01,,A01.4 Febre paratifoide NE
cid_a02,A02,Outras infecções por Salmonella,2014-01-01,,A02 Outr infecc p/Salmonella
cid_a020,A020,Enterite por salmonela,2014-01-01,,A02.0 Enterite p/salmonela
cid_a021,A021,Septicemia por salmonela,2014-01-01,,A02.1 Septicemia p/salmonela
cid_a022,A022,Infecções localizadas por salmonela,2014-01-01,,A02.2 Infecc localizadas p/salmonela
cid_a028,A028,Outras infecções especificadas por salmonela,2014-01-01,,A02.8 Outr infecc espec p/salmonela
cid_a029,A029,Infecção não especificada por salmonela,2014-01-01,,A02.9 Infecc NE p/salmonela
cid_a03,A03,Shiguelose,2014-01-01,,A03 Shiguelose
cid_a030,A030,Shiguelose devida a Shigella dysenteriae,2014-01-01,,A03.0 Shiguelose dev Shigella dysenteriae
cid_a031,A031,Shiguelose devida a Shigella flexneri,2014-01-01,,A03.1 Shiguelose dev Shigella flexneri
cid_a032,A032,Shiguelose devida a Shigella boydii,2014-01-01,,A03.2 Shiguelose dev Shigella boydii
cid_a033,A033,Shiguelose devida a Shigella sonnei,2014-01-01,,A03.3 Shiguelose dev Shigella sonnei
cid_a038,A038,Outras shigueloses,2014-01-01,,A03.8 Outr shigueloses
cid_a039,A039,Shiguelose não especificada,2014-01-01,,A03.9 Shiguelose NE
cid_a04,A04,Outras infecções intestinais bacterianas,2014-01-01,,A04 Outr infecc intestinais bacter
cid_a040,A040,Infecção por Escherichia coli enteropatogênica,2014-01-01,,A04.0 Infecc p/Escherichia coli enteropatogenica
cid_a041,A041,Infecção por Escherichia coli enterotoxigênica,2014-01-01,,A04.1 Infecc p/Escherichia coli enterotoxigenica
cid_a042,A042,Infecção por Escherichia coli enteroinvasiva,2014-01-01,,A04.2 Infecc p/Escherichia coli enteroinvasiva
cid_a043,A043,Infecção por Escherichia coli enterohemorrágica,2014-01-01,,A04.3 Infecc p/Escherichia coli enterohemorragica
cid_a044,A044,Outras infecções intestinais por Escherichia coli,2014-01-01,,A04.4 Outr infecc intestinais p/Escherichia coli
cid_a045,A045,Enterite por Campylobacter,2014-01-01,,A04.5 Enterite p/Campylobacter
cid_a046,A046,Enterite devida a Yersinia enterocolítica,2014-01-01,,A04.6 Enterite dev Yersinia enterocolitica
cid_a047,A047,Enterocolite devida a Clostridium difficile,2014-01-01,,A04.7 Enterocolite dev Clostridium difficile
cid_a048,A048,Outras infecções bacterianas intestinais especificadas,2014-01-01,,A04.8 Outr infecc bacter intestinais espec
cid_a049,A049,Infecção intestinal bacteriana não especificada,2014-01-01,,A04.9 Infecc intestinal bacter NE
cid_a05,A05,"Outras intoxicações alimentares bacterianas, não classificadas em outra parte",2014-01-01,,A05 Outr intox alimentares bacter NCOP
cid_a050,A050,Intoxicação alimentar estafilocócica,2014-01-01,,A05.0 Intox alimentar estafilococica
cid_a051,A051,Botulismo,2014-01-01,,A05.1 Botulismo
cid_a052,A052,Intoxicação alimentar devida a Clostridium perfringens [Clostridium welchii],2014-01-01,,A05.2 Intox alimentar dev Clostridium perfringens
cid_a053,A053,Intoxicação alimentar devida a Vibrio parahemolyticus,2014-01-01,,A05.3 Intox alimentar dev Vibrio parahemolyticus
cid_a054,A054,Intoxicação alimentar devida a Bacillus cereus,2014-01-01,,A05.4 Intox alimentar dev Bacillus cereus
cid_a058,A058,Outras intoxicações alimentares bacterianas especificadas,2014-01-01,,A05.8 Outr intox alimentares bacter espec
cid_a059,A059,Intoxicação alimentar bacteriana não especificada,2014-01-01,,A05.9 Intox alimentar bacter NE
cid_a06,A06,Amebíase,2014-01-01,,A06 Amebiase
cid_a060,A060,Disenteria amebiana aguda,2014-01-01,,A06.0 Disenteria amebiana aguda
cid_a061,A061,Amebíase intestinal crônica,2014-01-01,,A06.1 Amebiase intestinal cronica
cid_a062,A062,Colite amebiana não-disentérica,2014-01-01,,A06.2 Colite amebiana nao-disenterica
cid_a063,A063,Ameboma intestinal,2014-01-01,,A06.3 Ameboma intestinal
cid_a064,A064,Abscesso amebiano do fígado,2014-01-01,,A06.4 Abscesso amebiano do figado
cid_a065,A065,Abscesso amebiano do pulmão,2014-01-01,,A06.5 Abscesso amebiano do pulmao
cid_a066,A066,Abscesso amebiano do cérebro,2014-01-01,,A06.6 Abscesso amebiano do cerebro
cid_a067,A067,Amebíase cutânea,2014-01-01,,A06.7 Amebiase cutanea
cid_a068,A068,Infecção amebiana de outras localizações,2014-01-01,,A06.8 Infecc amebiana de outr localiz
cid_a069,A069,Amebíase não especificada,2014-01-01,,A06.9 Amebiase NE
cid_a07,A07,Outras doenças intestinais por protozoários,2014-01-01,,A07 Outr doenc intestinais p/protozoarios
cid_a070,A070,Balantidíase,2014-01-01,,A07.0 Balantidiase
cid_a071,A071,Giardíase [lamblíase],2014-01-01,,A07.1 Giardiase
cid_a072,A072,Criptosporidiose,2014-01-01,,A07.2 Criptosporidiose
cid_a073,A073,Isosporíase,2014-01-01,,A07.3 Isosporiase
cid_a078,A078,Outras doenças intestinais especificadas por protozoários,2014-01-01,,A07.8 Outr doenc intestinais espec p/protozoarios
cid_a079,A079,Doença intestinal não especificada por protozoários,2014-01-01,,A07.9 Doenc intestinal NE p/protozoarios
cid_a08,A08,"Infecções intestinais virais, outras e as não especificadas",2014-01-01,,A08 Infecc intestinais virais outr e as NE
cid_a080,A080,Enterite por rotavírus,2014-01-01,,A08.0 Enterite p/rotavirus
cid_a081,A081,Gastroenteropatia aguda pelo agente de Norwalk,2014-01-01,,A08.1 Gastroenteropatia aguda p/agente de Norwalk
cid_a082,A082,Enterite por adenovírus,2014-01-01,,A08.2 Enterite p/adenovirus
cid_a083,A083,Outras enterites virais,2014-01-01,,A08.3 Outr enterites virais
cid_a084,A084,Infecção intestinal devida a vírus não especificado,2014-01-01,,A08.4 Infecc intestinal dev virus NE
cid_a085,A085,Outras infecções intestinais especificadas,2014-01-01,,A08.5 Outr infecc intestinais espec
cid_a09,A09,Diarréia e gastroenterite de origem infecciosa presumível,2014-01-01,,A09 Diarreia e gastroenterite orig infecc presum
cid_a15,A15,"Tuberculose respiratória, com confirmação bacteriológica e histológica",2014-01-01,,A15 Tuberc respirat c/conf bacteriol e histolog
cid_a150,A150,"Tuberculose pulmonar, com confirmação por exame microscópico da expectoração, com ou sem cultura",2014-01-01,,A15.0 Tuberc pulm c/conf p/ex micr expec c/s/cult
cid_a151,A151,"Tuberculose pulmonar, com confirmação somente por cultura",2014-01-01,,A15.1 Tuberc pulmonar c/conf somente p/cultura
cid_a152,A152,"Tuberculose pulmonar, com confirmação histológica",2014-01-01,,A15.2 Tuberc pulmonar c/conf histolog
cid_a153,A153,"Tuberculose pulmonar, com confirmação por meio não especificado",2014-01-01,,A15.3 Tuberc pulmonar c/conf p/meio NE
cid_a154,A154,"Tuberculose dos gânglios intratorácicos, com confirmação bacteriológica e histológica",2014-01-01,,A15.4 Tuberc gangl intrator c/conf bacter e histol
cid_a155,A155,"Tuberculose da laringe, da traquéia e dos brônquios, com confirmação bacteriológica e histológica",2014-01-01,,A15.5 Tuberc laring traq bronq c/conf bact e hist
cid_a156,A156,"Pleuris tuberculoso, com confirmação bacteriológica e histológica",2014-01-01,,A15.6 Pleuris tuberc c/conf bacteriol e histolog
cid_a157,A157,"Tuberculose primária das vias respiratórias, com confirmação bacteriológica e histológica",2014-01-01,,A15.7 Tuberc prim vias respir c/conf bact e histol
cid_a158,A158,"Outras formas de tuberculose das vias respiratórias, com confirmação bacteriológica e histológica",2014-01-01,,A15.8 Outr form tuberc via resp c/conf bact hist
cid_a159,A159,"Tuberculose não especificada das vias respiratórias, com confirmação bacteriológica e histológica",2014-01-01,,A15.9 Tuberc NE vias respir c/conf bacter histol
cid_a16,A16,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica",2014-01-01,,A16 Tuberc vias respirat s/conf bacter histol
cid_a160,A160,Tuberculose pulmonar com exames bacteriológico e histológico negativos,2014-01-01,,A16.0 Tuberc pulmonar c/exames bact e hist negat
cid_a161,A161,"Tuberculose pulmonar, sem realização de exame bacteriológico ou histológico",2014-01-01,,A16.1 Tuberc pulmonar s/exame bacter ou histolog
cid_a162,A162,"Tuberculose pulmonar, sem menção de confirmação bacteriológica ou histológica",2014-01-01,,A16.2 Tuberc pulmonar s/menc conf bact ou hist
cid_a163,A163,"Tuberculose dos gânglios intratorácicos, sem menção de confirmação bacteriológica ou histológica",2014-01-01,,A16.3 Tuberc gangl intrat s/menc conf bact hist
cid_a164,A164,"Tuberculose da laringe, da traquéia e dos brônquios, sem menção de confirmação bacteriológica ou histológica",2014-01-01,,A16.4 Tuberc laring traq bronq s/menc bact hist
cid_a165,A165,"Pleurisia tuberculosa, sem menção de confirmação bacteriológica ou histológica",2014-01-01,,A16.5 Pleurisia tuberc s/menc conf bact ou histol
cid_a167,A167,Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica,2014-01-01,,A16.7 Tuberc respir prim s/menc conf bact ou hist
cid_a168,A168,"Outras formas de tuberculose das vias respiratórias, sem menção de confirmação bacteriológica ou histológica",2014-01-01,,A16.8 Outr tuber via resp s/menc conf bact hist
cid_a169,A169,"Tuberculose respiratória, não especificada, sem menção de confirmação bacteriológica ou histológica",2014-01-01,,A16.9 Tuberc respirat NE s/menc conf bact ou hist
cid_a17,A17,Tuberculose do sistema nervoso,2014-01-01,,A17 Tuberc do sist nervoso
cid_a170,A170,Meningite tuberculosa,2014-01-01,,A17.0 Meningite tuberc
cid_a171,A171,Tuberculoma meníngeo,2014-01-01,,A17.1 Tuberculoma meningeo
cid_a178,A178,Outras tuberculoses do sistema nervoso,2014-01-01,,A17.8 Outr tuberc do sist nervoso
cid_a179,A179,Tuberculose não especificada do sistema nervoso,2014-01-01,,A17.9 Tuberc NE do sist nervoso
cid_a18,A18,Tuberculose de outros órgãos,2014-01-01,,A18 Tuberc de outr orgaos
cid_a180,A180,Tuberculose óssea e das articulações,2014-01-01,,A18.0 Tuberc ossea e das articulacoes
cid_a181,A181,Tuberculose do aparelho geniturinário,2014-01-01,,A18.1 Tuberc do aparelho geniturinario
cid_a182,A182,Linfadenopatia tuberculosa periférica,2014-01-01,,A18.2 Linfadenopatia tuberc periferica
cid_a183,A183,"Tuberculose do intestino, do peritônio e dos gânglios mesentéricos",2014-01-01,,A18.3 Tuberc intestino peritonio gangl mesenter
cid_a184,A184,Tuberculose de pele e do tecido celular subcutâneo,2014-01-01,,A18.4 Tuberc de pele e tec celular subcutaneo
cid_a185,A185,Tuberculose do olho,2014-01-01,,A18.5 Tuberc do olho
cid_a186,A186,Tuberculose do ouvido,2014-01-01,,A18.6 Tuberc do ouvido
cid_a187,A187,Tuberculose das supra-renais,2014-01-01,,A18.7 Tuberc das supra-renais
cid_a188,A188,Tuberculose de outros órgãos especificados,2014-01-01,,A18.8 Tuberc de outr orgaos espec
cid_a19,A19,Tuberculose miliar,2014-01-01,,A19 Tuberc miliar
cid_a190,A190,Tuberculose miliar aguda de localização única e especificada,2014-01-01,,A19.0 Tuberc miliar aguda de localiz unica espec
cid_a191,A191,Tuberculose miliar aguda de múltiplas localizações,2014-01-01,,A19.1 Tuberc miliar aguda de mult localiz
cid_a192,A192,Tuberculose miliar aguda não especificada,2014-01-01,,A19.2 Tuberc miliar aguda NE
cid_a198,A198,Outras tuberculoses miliares,2014-01-01,,A19.8 Outr tuberc miliares
cid_a199,A199,Tuberculose miliar não especificada,2014-01-01,,A19.9 Tuberc miliar NE
cid_a20,A20,Peste,2014-01-01,,A20 Peste
cid_a200,A200,Peste bubônica,2014-01-01,,A20.0 Peste bubonica
cid_a201,A201,Peste celulocutânea,2014-01-01,,A20.1 Peste celulocutanea
cid_a202,A202,Peste pneumônica,2014-01-01,,A20.2 Peste pneumonica
cid_a203,A203,Peste meníngea,2014-01-01,,A20.3 Peste meningea
cid_a207,A207,Peste septicêmica,2014-01-01,,A20.7 Peste septicemica
cid_a208,A208,Outras formas de peste,2014-01-01,,A20.8 Outr form de peste
cid_a209,A209,"Peste, forma não especificada",2014-01-01,,A20.9 Peste form NE
cid_a21,A21,Tularemia,2014-01-01,,A21 Tularemia
cid_a210,A210,Tularemia ulceroglandular,2014-01-01,,A21.0 Tularemia ulceroglandular
cid_a211,A211,Tularemia oculoglandular,2014-01-01,,A21.1 Tularemia oculoglandular
cid_a212,A212,Tularemia pulmonar,2014-01-01,,A21.2 Tularemia pulmonar
cid_a213,A213,Tularemia gastrointestinal,2014-01-01,,A21.3 Tularemia gastrointestinal
cid_a217,A217,Tularemia generalizada,2014-01-01,,A21.7 Tularemia generalizada
cid_a218,A218,Outras formas de tularemia,2014-01-01,,A21.8 Outr form de tularemia
cid_a219,A219,"Tularemia, forma não especificada",2014-01-01,,A21.9 Tularemia form NE
cid_a22,A22,Carbúnculo,2014-01-01,,A22 Carbunculo
cid_a220,A220,Carbúnculo cutâneo,2014-01-01,,A22.0 Carbunculo cutaneo
cid_a221,A221,Carbúnculo pulmonar,2014-01-01,,A22.1 Carbunculo pulmonar
cid_a222,A222,Carbúnculo gastrointestinal,2014-01-01,,A22.2 Carbunculo gastrointestinal
cid_a227,A227,Septicemia carbunculosa,2014-01-01,,A22.7 Septicemia carbunculosa
cid_a228,A228,Outras formas de carbúnculo,2014-01-01,,A22.8 Outr form de carbunculo
cid_a229,A229,"Carbúnculo, forma não especificada",2014-01-01,,A22.9 Carbunculo form NE
cid_a23,A23,Brucelose,2014-01-01,,A23 Brucelose
cid_a230,A230,Brucelose por Brucella melitensis,2014-01-01,,A23.0 Brucelose p/Brucella melitensis
cid_a231,A231,Brucelose por Brucella abortus,2014-01-01,,A23.1 Brucelose p/Brucella abortus
cid_a232,A232,Brucelose por Brucella suis,2014-01-01,,A23.2 Brucelose p/Brucella suis
cid_a233,A233,Brucelose por Brucella canis,2014-01-01,,A23.3 Brucelose p/Brucella canis
cid_a238,A238,Outras bruceloses,2014-01-01,,A23.8 Outr bruceloses
cid_a239,A239,Brucelose não especificada,2014-01-01,,A23.9 Brucelose NE
cid_a24,A24,Mormo e melioidose,2014-01-01,,A24 Mormo e melioidose
cid_a240,A240,Mormo,2014-01-01,,A24.0 Mormo
cid_a241,A241,Melioidose aguda e fulminante,2014-01-01,,A24.1 Melioidose aguda e fulminante
cid_a242,A242,Melioidose subaguda e crônica,2014-01-01,,A24.2 Melioidose subaguda e cronica
cid_a243,A243,Outras melioidoses,2014-01-01,,A24.3 Outr melioidoses
cid_a244,A244,Melioidose não especificada,2014-01-01,,A24.4 Melioidose NE
cid_a25,A25,Febres transmitidas por mordedura de rato,2014-01-01,,A25 Febres transm p/mordedura de rato
cid_a250,A250,Espirilose,2014-01-01,,A25.0 Espirilose
cid_a251,A251,Estreptobacilose,2014-01-01,,A25.1 Estreptobacilose
cid_a259,A259,"Febre transmitida por mordedura de rato, tipo não especificado",2014-01-01,,A25.9 Febre transm p/mordedura de rato tipo NE
cid_a26,A26,Erisipelóide,2014-01-01,,A26 Erisipeloide
cid_a260,A260,Erisipelóide cutâneo,2014-01-01,,A26.0 Erisipeloide cutaneo
cid_a267,A267,Septicemia por Erysipelothrix,2014-01-01,,A26.7 Septicemia p/Erysipelothrix
cid_a268,A268,Outras formas de erisipelóide,2014-01-01,,A26.8 Outr form de erisipeloide
cid_a269,A269,Erisipelóide não especificado,2014-01-01,,A26.9 Erisipeloide NE
cid_a27,A27,Leptospirose,2014-01-01,,A27 Leptospirose
cid_a270,A270,Leptopirose icterohemorrágica,2014-01-01,,A27.0 Leptopirose icterohemorragica
cid_a278,A278,Outras formas de leptospirose,2014-01-01,,A27.8 Outr form de leptospirose
cid_a279,A279,Leptospirose não especificada,2014-01-01,,A27.9 Leptospirose NE
cid_a28,A28,Outras doenças bacterianas zoonóticas não classificadas em outra parte,2014-01-01,,A28 Outr doenc bacter zoonoticas NCOP
cid_a280,A280,Pasteurelose,2014-01-01,,A28.0 Pasteurelose
cid_a281,A281,Doença por arranhadura do gato,2014-01-01,,A28.1 Doenc p/arranhadura do gato
cid_a282,A282,Yersiniose extra-intestinal,2014-01-01,,A28.2 Yersiniose extra-intestinal
cid_a288,A288,Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte,2014-01-01,,A28.8 Outr doenc bacter zoonoticas espec NCOP
cid_a289,A289,Doença bacteriana zoonótica não especificada,2014-01-01,,A28.9 Doenc bacter zoonotica NE
cid_a30,A30,Hanseníase [doença de Hansen] [lepra],2014-01-01,,A30 Hanseniase
cid_a300,A300,Hanseníase [lepra] indeterminada,2014-01-01,,A30.0 Hanseniase indeterminada
cid_a301,A301,Hanseníase [lepra] tuberculóide,2014-01-01,,A30.1 Hanseniase tuberculoide
cid_a302,A302,Hanseníase [lepra] tuberculóide borderline,2014-01-01,,A30.2 Hanseniase tuberculoide borderline
cid_a303,A303,Hanseníase [lepra] dimorfa,2014-01-01,,A30.3 Hanseniase dimorfa
cid_a304,A304,Hanseníase [lepra] lepromatosa borderline,2014-01-01,,A30.4 Hanseniase lepromatosa borderline
cid_a305,A305,Hanseníase [lepra] lepromatosa,2014-01-01,,A30.5 Hanseniase lepromatosa
cid_a308,A308,Outras formas de hanseníase [lepra],2014-01-01,,A30.8 Outr form de hanseniase
cid_a309,A309,Hanseníase [lepra] não especificada,2014-01-01,,A30.9 Hanseniase NE
cid_a31,A31,Infecções devidas a outras micobactérias,2014-01-01,,A31 Infecc dev outr micobacterias
cid_a310,A310,Infecção pulmonar micobacteriana,2014-01-01,,A31.0 Infecc pulmonar micobacteriana
cid_a311,A311,Infecção cutânea micobacteriana,2014-01-01,,A31.1 Infecc cutanea micobacteriana
cid_a318,A318,Outras infecções micobacterianas,2014-01-01,,A31.8 Outr infecc micobacterianas
cid_a319,A319,Infecção micobacteriana não especificada,2014-01-01,,A31.9 Infecc micobacteriana NE
cid_a32,A32,Listeriose [listeríase],2014-01-01,,A32 Listeriose
cid_a320,A320,Listeriose cutânea,2014-01-01,,A32.0 Listeriose cutanea
cid_a321,A321,Meningite e meningoencefalite por listéria,2014-01-01,,A32.1 Meningite e meningoencefalite p/listeria
cid_a327,A327,Septicemia listeriótica,2014-01-01,,A32.7 Septicemia listeriotica
cid_a328,A328,Outras formas de listeriose,2014-01-01,,A32.8 Outr form de listeriose
cid_a329,A329,Listeriose não especificada,2014-01-01,,A32.9 Listeriose NE
cid_a33,A33,Tétano do recém-nascido [neonatal],2014-01-01,,A33 Tetano do recem-nascido
cid_a34,A34,Tétano obstétrico,2014-01-01,,A34 Tetano obstetrico
cid_a35,A35,Outros tipos de tétano,2014-01-01,,A35 Outr tipos de tetano
cid_a36,A36,Difteria,2014-01-01,,A36 Difteria
cid_a360,A360,Difteria faríngea,2014-01-01,,A36.0 Difteria faringea
cid_a361,A361,Difteria nasofaríngea,2014-01-01,,A36.1 Difteria nasofaringea
cid_a362,A362,Difteria laríngea,2014-01-01,,A36.2 Difteria laringea
cid_a363,A363,Difteria cutânea,2014-01-01,,A36.3 Difteria cutanea
cid_a368,A368,Outras formas de difteria,2014-01-01,,A36.8 Outr form de difteria
cid_a369,A369,Difteria não especificada,2014-01-01,,A36.9 Difteria NE
cid_a37,A37,Coqueluche,2014-01-01,,A37 Coqueluche
cid_a370,A370,Coqueluche por Bordetella pertussis,2014-01-01,,A37.0 Coqueluche p/Bordetella pertussis
cid_a371,A371,Coqueluche por Bordetella parapertussis,2014-01-01,,A37.1 Coqueluche p/Bordetella parapertussis
cid_a378,A378,Coqueluche por outras espécies da Bordetella,2014-01-01,,A37.8 Coqueluche p/outr especies da Bordetella
cid_a379,A379,Coqueluche não especificada,2014-01-01,,A37.9 Coqueluche NE
cid_a38,A38,Escarlatina,2014-01-01,,A38 Escarlatina
cid_a39,A39,Infecção meningogócica,2014-01-01,,A39 Infecc meningogocica
cid_a390,A390,Meningite meningocócica,2014-01-01,,A39.0 Meningite meningococica
cid_a391,A391,Síndrome de Waterhouse-Friderichsen,2014-01-01,,A39.1 Sindr de Waterhouse-Friderichsen
cid_a392,A392,Meningococcemia aguda,2014-01-01,,A39.2 Meningococcemia aguda
cid_a393,A393,Meningococcemia crônica,2014-01-01,,A39.3 Meningococcemia cronica
cid_a394,A394,Meningococcemia não especificada,2014-01-01,,A39.4 Meningococcemia NE
cid_a395,A395,Cardite por meningococos,2014-01-01,,A39.5 Cardite p/meningococos
cid_a398,A398,Outras infecções por meningococos,2014-01-01,,A39.8 Outr infecc p/meningococos
cid_a399,A399,Infecção meningocócica não especificada,2014-01-01,,A39.9 Infecc meningococica NE
cid_a40,A40,Septicemia estreptocócica,2014-01-01,,A40 Septicemia estreptococica
cid_a400,A400,Septicemia por Streptococcus do grupo A,2014-01-01,,A40.0 Septicemia p/Streptococcus do grupo A
cid_a401,A401,Septicemia por Streptococcus do grupo B,2014-01-01,,A40.1 Septicemia p/Streptococcus do grupo B
cid_a402,A402,Septicemia por Streptococcus do grupo D,2014-01-01,,A40.2 Septicemia p/Streptococcus do grupo D
cid_a403,A403,Septicemia por Streptococcus pneumonia,2014-01-01,,A40.3 Septicemia p/Streptococcus pneumonia
cid_a408,A408,Outras septicemias estreptocócicas,2014-01-01,,A40.8 Outr septicemias estreptococicas
cid_a409,A409,Septicemia estreptocócica não especificada,2014-01-01,,A40.9 Septicemia estreptococica NE
cid_a41,A41,Outras septicemias,2014-01-01,,A41 Outr septicemias
cid_a410,A410,Septicemia por Staphylococcus aureus,2014-01-01,,A41.0 Septicemia p/Staphylococcus aureus
cid_a411,A411,Septicemia por outros estafilococos especificados,2014-01-01,,A41.1 Septicemia p/outr estafilococos espec
cid_a412,A412,Septicemia por estafilococos não especificados,2014-01-01,,A41.2 Septicemia p/estafilococos NE
cid_a413,A413,Septicemia por Haemophilus influenzae,2014-01-01,,A41.3 Septicemia p/Haemophilus influenzae
cid_a414,A414,Septicemia por anaeróbios,2014-01-01,,A41.4 Septicemia p/anaerobios
cid_a415,A415,Septicemia por outros microorganismos gram-negativos,2014-01-01,,A41.5 Septicemia p/outr microorg gram-negativos
cid_a418,A418,Outras septicemias especificadas,2014-01-01,,A41.8 Outr septicemias espec
cid_a419,A419,Septicemia não especificada,2014-01-01,,A41.9 Septicemia NE
cid_a42,A42,Actinomicose,2014-01-01,,A42 Actinomicose
cid_a420,A420,Actinomicose pulmonar,2014-01-01,,A42.0 Actinomicose pulmonar
cid_a421,A421,Actinomicose abdominal,2014-01-01,,A42.1 Actinomicose abdominal
cid_a422,A422,Actinomicose cervicofacial,2014-01-01,,A42.2 Actinomicose cervicofacial
cid_a427,A427,Septicemia actinomicótica,2014-01-01,,A42.7 Septicemia actinomicotica
cid_a428,A428,Outras formas de actinomicose,2014-01-01,,A42.8 Outr form de actinomicose
cid_a429,A429,Actinomicose não especificada,2014-01-01,,A42.9 Actinomicose NE
cid_a43,A43,Nocardiose,2014-01-01,,A43 Nocardiose
cid_a430,A430,Nocardiose pulmonar,2014-01-01,,A43.0 Nocardiose pulmonar
cid_a431,A431,Nocardiose cutânea,2014-01-01,,A43.1 Nocardiose cutanea
cid_a438,A438,Outras formas de nocardiose,2014-01-01,,A43.8 Outr form de nocardiose
cid_a439,A439,Nocardiose não especificada,2014-01-01,,A43.9 Nocardiose NE
cid_a44,A44,Bartonelose,2014-01-01,,A44 Bartonelose
cid_a440,A440,Bartonelose sistêmica,2014-01-01,,A44.0 Bartonelose sistemica
cid_a441,A441,Bartonelose cutânea e cutâneo-mucosa,2014-01-01,,A44.1 Bartonelose cutanea e cutaneo-mucosa
cid_a448,A448,Outras formas de bartonelose,2014-01-01,,A44.8 Outr form de bartonelose
cid_a449,A449,Bartonelose não especificada,2014-01-01,,A44.9 Bartonelose NE
cid_a46,A46,Erisipela,2014-01-01,,A46 Erisipela
cid_a48,A48,Outras doenças bacterianas não classificadas em outra parte,2014-01-01,,A48 Outr doenc bacter NCOP
cid_a480,A480,Gangrena gasosa,2014-01-01,,A48.0 Gangrena gasosa
cid_a481,A481,Doença dos legionários,2014-01-01,,A48.1 Doenc dos legionarios
cid_a482,A482,Doença dos legionários não-pneumônica [febre de Pontiac],2014-01-01,,A48.2 Doenc dos legionarios nao-pneumonica
cid_a483,A483,Síndrome do choque tóxico,2014-01-01,,A48.3 Sindr do choque toxico
cid_a484,A484,Febre purpúrica do Brasil,2014-01-01,,A48.4 Febre purpurica do Brasil
cid_a488,A488,Outras doenças bacterianas especificadas,2014-01-01,,A48.8 Outr doenc bacter espec
cid_a49,A49,Infecção bacteriana de localização não especificada,2014-01-01,,A49 Infecc bacter de localiz NE
cid_a490,A490,Infecção estafilocócica de localização não especificada,2014-01-01,,A49.0 Infecc estafilococica localiz NE
cid_a491,A491,Infecção estreptocócica de localização não especificada,2014-01-01,,A49.1 Infecc estreptococica localiz NE
cid_a492,A492,Infecção por Haemophilus influenzae de localização não especificada,2014-01-01,,A49.2 Infecc p/Haemophilus influenzae localiz NE
cid_a493,A493,Infecção por Mycoplasma de localização não especificada,2014-01-01,,A49.3 Infecc p/Mycoplasma localiz NE
cid_a498,A498,Outras infecções bacterianas de localização não especificada,2014-01-01,,A49.8 Outr infecc bacterianas localiz NE
cid_a499,A499,Infecção bacteriana não especificada,2014-01-01,,A49.9 Infecc bacter NE
cid_a50,A50,Sífilis congênita,2014-01-01,,A50 Sifilis congen
cid_a500,A500,Sífilis congênita precoce sintomática,2014-01-01,,A50.0 Sifilis congen precoce sintomatica
cid_a501,A501,"Sífilis congênita precoce, forma latente",2014-01-01,,A50.1 Sifilis congen precoce form latente
cid_a502,A502,Sífilis congênita precoce não especificada,2014-01-01,,A50.2 Sifilis congen precoce NE
cid_a503,A503,Oculopatia sifilítica congênita tardia,2014-01-01,,A50.3 Oculopatia sifilitica congen tard
cid_a504,A504,Neurossífilis congênita tardia [neurossífilis juvenil],2014-01-01,,A50.4 Neurossifilis congen tard
cid_a505,A505,Outras formas tardias e sintomáticas da sífilis congênita,2014-01-01,,A50.5 Outr form tard e sintomat sifilis congen
cid_a506,A506,Sífilis congênita tardia latente,2014-01-01,,A50.6 Sifilis congen tard latente
cid_a507,A507,Sífilis congênita tardia não especificada,2014-01-01,,A50.7 Sifilis congen tard NE
cid_a509,A509,Sífilis congênita não especificada,2014-01-01,,A50.9 Sifilis congen NE
cid_a51,A51,Sífilis precoce,2014-01-01,,A51 Sifilis precoce
cid_a510,A510,Sífilis genital primária,2014-01-01,,A51.0 Sifilis genital prim
cid_a511,A511,Sífilis anal primária,2014-01-01,,A51.1 Sifilis anal prim
cid_a512,A512,Sífilis primária de outras localizações,2014-01-01,,A51.2 Sifilis prim de outr localiz
cid_a513,A513,Sífilis secundária da pele e das mucosas,2014-01-01,,A51.3 Sifilis secund da pele e das mucosas
cid_a514,A514,Outras formas de sífilis secundária,2014-01-01,,A51.4 Outr form de sifilis secund
cid_a515,A515,Sífilis precoce latente,2014-01-01,,A51.5 Sifilis precoce latente
