id,processo,nr_inscricao,dt_inicio,dt_fim
proc_fap_1711010023417021,1711010023417021,71385637000191,2018-01-01,
proc_fap_1711010023644021,1711010023644021,71385637000949,2018-01-01,
proc_fap_1711010023645011,1711010023645011,02728677000176,2018-01-01,
proc_fap_1711090023646011,1711090023646011,00165960001850,2018-01-01,
proc_fap_1711090023647011,1711090023647011,07424099000106,2018-01-01,
proc_fap_1711090023649011,1711090023649011,82901000001280,2018-01-01,
proc_fap_1711090023652011,1711090023652011,61602199003723,2018-01-01,
proc_fap_1711090023655011,1711090023655011,31702947000410,2018-01-01,
proc_fap_1711010023657011,1711010023657011,76483817000120,2018-01-01,
proc_fap_1711090023658011,1711090023658011,74404229000128,2018-01-01,
proc_fap_1711090023662011,1711090023662011,50931310000106,2018-01-01,
proc_fap_1711060023663011,1711060023663011,95428231001936,2018-01-01,
proc_fap_1711090023664011,1711090023664011,74652090000131,2018-01-01,
proc_fap_1711090023665011,1711090023665011,88618285000412,2018-01-01,
proc_fap_1711070023666011,1711070023666011,92411974000186,2018-01-01,
proc_fap_1711090023667011,1711090023667011,21100821000170,2018-01-01,
proc_fap_1711090023668011,1711090023668011,50949528000180,2018-01-01,
proc_fap_1711090023669011,1711090023669011,50949528000856,2018-01-01,
proc_fap_1711020023670011,1711020023670011,59104273000129,2018-01-01,
proc_fap_1711070023671011,1711070023671011,59104273001443,2018-01-01,
proc_fap_1711070023571021,1711070023571021,61506481010916,2018-01-01,
proc_fap_1711090023672011,1711090023672011,58900754000188,2018-01-01,
proc_fap_1711070023673011,1711070023673011,59104273003730,2018-01-01,
proc_fap_1711060023674011,1711060023674011,61150751000260,2018-01-01,
proc_fap_1711090023675011,1711090023675011,46958948000155,2018-01-01,
proc_fap_1711090023676011,1711090023676011,91155259000671,2018-01-01,
proc_fap_1711090023677011,1711090023677011,61160438000806,2018-01-01,
proc_fap_1711090023678011,1711090023678011,45070190000232,2018-01-01,
proc_fap_1711090023679011,1711090023679011,03279946000399,2018-01-01,
proc_fap_1711090023680011,1711090023680011,18304758000189,2018-01-01,
proc_fap_1711090023681011,1711090023681011,45070190000828,2018-01-01,
proc_fap_1711070023682011,1711070023682011,59106666000171,2018-01-01,
proc_fap_1711090023683011,1711090023683011,12613006000113,2018-01-01,
proc_fap_1711090023684011,1711090023684011,09250085000130,2018-01-01,
proc_fap_1711090023685011,1711090023685011,00171428000105,2018-01-01,
proc_fap_1711090023686011,1711090023686011,09379165000190,2018-01-01,
