id,processo,nr_inscricao,dt_inicio,dt_fim
proc_fap_1711010024409011,1711010024409011,87504346000105,2018-01-01,
proc_fap_1711220024410011,1711220024410011,45992062000912,2018-01-01,
proc_fap_1711220024411011,1711220024411011,45365541000151,2018-01-01,
proc_fap_1711100024412011,1711100024412011,00993264006477,2018-01-01,
proc_fap_1711100024413011,1711100024413011,00993264006710,2018-01-01,
proc_fap_1711200024414011,1711200024414011,88258884000120,2018-01-01,
proc_fap_1711100024415011,1711100024415011,00993264006809,2018-01-01,
proc_fap_1711100024416011,1711100024416011,00993264008097,2018-01-01,
proc_fap_1711220024417011,1711220024417011,80708084000151,2018-01-01,
proc_fap_1711160024396021,1711160024396021,54056189000163,2018-01-01,
proc_fap_1711130024418011,1711130024418011,04747226000101,2018-01-01,
proc_fap_1711170024420011,1711170024420011,88258884000200,2018-01-01,
proc_fap_1711220024421011,1711220024421011,82533076000147,2018-01-01,
proc_fap_1711220024422011,1711220024422011,82533076000228,2018-01-01,
proc_fap_1711220024423011,1711220024423011,17221771003470,2018-01-01,
proc_fap_1711200024424011,1711200024424011,88258884000391,2018-01-01,
proc_fap_1711210024070021,1711210024070021,88258884000634,2018-01-01,
proc_fap_1711220024425011,1711220024425011,82873068000220,2018-01-01,
proc_fap_1711210024426011,1711210024426011,88258884000715,2018-01-01,
proc_fap_1711160024427011,1711160024427011,60618436000170,2018-01-01,
proc_fap_1711220024428011,1711220024428011,88258884000987,2018-01-01,
proc_fap_1711220024429011,1711220024429011,78697356000113,2018-01-01,
proc_fap_1711030024430021,1711030024430021,12243301000125,2018-01-01,
proc_fap_1711220024432011,1711220024432011,25634551000480,2018-01-01,
proc_fap_1711220024433011,1711220024433011,25634551001100,2018-01-01,
proc_fap_1711010024434011,1711010024434011,03779133001763,2018-01-01,
proc_fap_1711130024435011,1711130024435011,07603999000293,2018-01-01,
proc_fap_1711230024436011,1711230024436011,77593556000163,2018-01-01,
proc_fap_1711080024437011,1711080024437011,81117368000136,2018-01-01,
proc_fap_1711230024438011,1711230024438011,02417464000123,2018-01-01,
proc_fap_1711230024439011,1711230024439011,96163993000191,2018-01-01,
proc_fap_1711100024419021,1711100024419021,00993264005829,2018-01-01,
proc_fap_1711230024440011,1711230024440011,75815456000109,2018-01-01,
proc_fap_1711070024441011,1711070024441011,82645862000136,2018-01-01,
proc_fap_1711230024442011,1711230024442011,89086144000116,2018-01-01,
proc_fap_1711150024443011,1711150024443011,45184066000621,2018-01-01,
proc_fap_1711230024444011,1711230024444011,09538989000166,2018-01-01,
proc_fap_1711130024445011,1711130024445011,21568175000170,2018-01-01,
proc_fap_1711220024446021,1711220024446021,08467115000100,2018-01-01,
proc_fap_1711220024447011,1711220024447011,08467115000607,2018-01-01,
proc_fap_1711220024448011,1711220024448011,08467115000798,2018-01-01,
proc_fap_1711230024449011,1711230024449011,08467115000879,2018-01-01,
proc_fap_1711170024450011,1711170024450011,86046562000191,2018-01-01,
proc_fap_1711230024452011,1711230024452011,08467115001174,2018-01-01,
proc_fap_1711220024453011,1711220024453011,08467115001255,2018-01-01,
proc_fap_1711230024454011,1711230024454011,43363381000771,2018-01-01,
proc_fap_1711230024455011,1711230024455011,08467115002227,2018-01-01,
proc_fap_1711230024456011,1711230024456011,08467115002570,2018-01-01,
proc_fap_1711230024458011,1711230024458011,08467115002308,2018-01-01,
proc_fap_1711230024459011,1711230024459011,08467115002731,2018-01-01,
proc_fap_1711230024457021,1711230024457021,83063602000115,2018-01-01,
proc_fap_1711230024460011,1711230024460011,08467115003037,2018-01-01,
proc_fap_1711230024461011,1711230024461011,08467115003207,2018-01-01,
proc_fap_1711220024462011,1711220024462011,61270393000148,2018-01-01,
proc_fap_1711220024464011,1711220024464011,08467115004190,2018-01-01,
proc_fap_1711210024431021,1711210024431021,09929134000166,2018-01-01,
proc_fap_1711230024465011,1711230024465011,08467115005242,2018-01-01,
proc_fap_1711230024466011,1711230024466011,08467115005404,2018-01-01,
proc_fap_1711230024467011,1711230024467011,08467115000445,2018-01-01,
proc_fap_1711230024468011,1711230024468011,82749987000106,2018-01-01,
proc_fap_1711130024275021,1711130024275021,46887139000108,2018-01-01,
proc_fap_1711230024469011,1711230024469011,59104513000357,2018-01-01,
proc_fap_1711230024470011,1711230024470011,08467115000526,2018-01-01,
proc_fap_1711230024471011,1711230024471011,08467115000950,2018-01-01,
proc_fap_1711230024472011,1711230024472011,08467115001336,2018-01-01,
proc_fap_1711200024473011,1711200024473011,93348308000103,2018-01-01,
proc_fap_1711230024474011,1711230024474011,08467115001417,2018-01-01,
proc_fap_1711220024475011,1711220024475011,52189420000161,2018-01-01,
proc_fap_1711230024476011,1711230024476011,08467115001506,2018-01-01,
proc_fap_1711220024477011,1711220024477011,08467115001689,2018-01-01,
proc_fap_1711230024479011,1711230024479011,33225335000167,2018-01-01,
proc_fap_1711230024480011,1711230024480011,08467115001760,2018-01-01,
proc_fap_1711220024478011,1711220024478011,06170932000169,2018-01-01,
proc_fap_1711230024481011,1711230024481011,08467115001840,2018-01-01,
proc_fap_1711220024482011,1711220024482011,04016350000105,2018-01-01,
proc_fap_1711230024483011,1711230024483011,08467115001921,2018-01-01,
proc_fap_1711220024484011,1711220024484011,08467115002065,2018-01-01,
proc_fap_1711230024485011,1711230024485011,57501298000130,2018-01-01,
proc_fap_1711220024486011,1711220024486011,08467115002146,2018-01-01,
proc_fap_1711220024487011,1711220024487011,08467115002499,2018-01-01,
proc_fap_1711220024333021,1711220024333021,88258884001010,2018-01-01,
proc_fap_1711230024488011,1711230024488011,08467115002650,2018-01-01,
proc_fap_1711090024489011,1711090024489011,83310441000117,2018-01-01,
proc_fap_1711230024490011,1711230024490011,08467115002812,2018-01-01,
proc_fap_1711230024491011,1711230024491011,18734203000177,2018-01-01,
proc_fap_1711230024492011,1711230024492011,08467115002901,2018-01-01,
proc_fap_1711220024494011,1711220024494011,08467115003118,2018-01-01,
proc_fap_1711230024495011,1711230024495011,08467115003380,2018-01-01,
proc_fap_1711230024496011,1711230024496011,51122091000411,2018-01-01,
proc_fap_1711230024497011,1711230024497011,08467115003460,2018-01-01,
proc_fap_1711230024505011,1711230024505011,08467115003541,2018-01-01,
proc_fap_1711220024506011,1711220024506011,08467115003622,2018-01-01,
proc_fap_1711230024507011,1711230024507011,01464420000191,2018-01-01,
proc_fap_1711230024508011,1711230024508011,44663631000590,2018-01-01,
proc_fap_1711230024509011,1711230024509011,33556309000111,2018-01-01,
proc_fap_1711230024510011,1711230024510011,01157555000376,2018-01-01,
proc_fap_1711230024511011,1711230024511011,08467115003703,2018-01-01,
proc_fap_1711220024512011,1711220024512011,08467115003894,2018-01-01,
proc_fap_1711230024514011,1711230024514011,08467115003975,2018-01-01,
proc_fap_1711230024515011,1711230024515011,08467115004009,2018-01-01,
proc_fap_1711230024516011,1711230024516011,00279531000327,2018-01-01,
proc_fap_1711230024517011,1711230024517011,01157555001186,2018-01-01,
proc_fap_1711230024518011,1711230024518011,03449117000145,2018-01-01,
proc_fap_1711230024451021,1711230024451021,00279531000831,2018-01-01,
proc_fap_1711230024519011,1711230024519011,05876349000377,2018-01-01,
proc_fap_1711230024520011,1711230024520011,01157555001500,2018-01-01,
proc_fap_1711230024521011,1711230024521011,05876349000105,2018-01-01,
proc_fap_1711230024522011,1711230024522011,01157555001771,2018-01-01,
proc_fap_1711220024523011,1711220024523011,88258884001444,2018-01-01,
proc_fap_1711220024524011,1711220024524011,01157555003049,2018-01-01,
proc_fap_1711220024525011,1711220024525011,08467115004270,2018-01-01,
proc_fap_1711210024513021,1711210024513021,04449030000130,2018-01-01,
proc_fap_1711230024526011,1711230024526011,08467115004351,2018-01-01,
proc_fap_1711230024527011,1711230024527011,01157555003120,2018-01-01,
proc_fap_1711230024528011,1711230024528011,08467115004432,2018-01-01,
proc_fap_1711230024530011,1711230024530011,01157555003391,2018-01-01,
proc_fap_1711230024531011,1711230024531011,08467115004513,2018-01-01,
proc_fap_1711230024532011,1711230024532011,33535592000448,2018-01-01,
proc_fap_1711230024533011,1711230024533011,08467115004602,2018-01-01,
proc_fap_1711230024534011,1711230024534011,08467115004785,2018-01-01,
proc_fap_1711220024535011,1711220024535011,33453598000557,2018-01-01,
proc_fap_1711230024529021,1711230024529021,43363381000500,2018-01-01,
proc_fap_1711220024536011,1711220024536011,89848543010130,2018-01-01,
proc_fap_1711230024537011,1711230024537011,03709814000198,2018-01-01,
proc_fap_1711230024538011,1711230024538011,03709814000279,2018-01-01,
proc_fap_1711230024539011,1711230024539011,03709814000600,2018-01-01,
proc_fap_1711220024540011,1711220024540011,89848543011292,2018-01-01,
proc_fap_1711230024541011,1711230024541011,03709814001917,2018-01-01,
proc_fap_1711230024542011,1711230024542011,03709814002131,2018-01-01,
proc_fap_1711230024543011,1711230024543011,03709814003103,2018-01-01,
proc_fap_1711220024544011,1711220024544011,89848543017304,2018-01-01,
proc_fap_1711230024545011,1711230024545011,03709814003537,2018-01-01,
proc_fap_1711230024546011,1711230024546011,03709814003960,2018-01-01,
proc_fap_1711230024547011,1711230024547011,03709814004347,2018-01-01,
proc_fap_1711230024548011,1711230024548011,03709814005076,2018-01-01,
proc_fap_1711230024549011,1711230024549011,03709814005157,2018-01-01,
proc_fap_1711230024550011,1711230024550011,03709814005408,2018-01-01,
proc_fap_1711230024551011,1711230024551011,03709814005742,2018-01-01,
proc_fap_1711230024552011,1711230024552011,03709814005904,2018-01-01,
proc_fap_1711230024553011,1711230024553011,03709814006129,2018-01-01,
proc_fap_1711230024554011,1711230024554011,03709814006200,2018-01-01,
proc_fap_1711220024555011,1711220024555011,89848543017819,2018-01-01,
proc_fap_1711230024556011,1711230024556011,03709814006390,2018-01-01,
proc_fap_1711220024558011,1711220024558011,89848543022570,2018-01-01,
proc_fap_1711230024559011,1711230024559011,03709814007362,2018-01-01,
proc_fap_1711230024560011,1711230024560011,03709814007443,2018-01-01,
proc_fap_1711220024561011,1711220024561011,89848543032451,2018-01-01,
proc_fap_1711230024562011,1711230024562011,33535592000103,2018-01-01,
proc_fap_1711220024563011,1711220024563011,89848543034748,2018-01-01,
proc_fap_1711220024564011,1711220024564011,89848543040713,2018-01-01,
proc_fap_1711220024565011,1711220024565011,89848543060315,2018-01-01,
proc_fap_1711230024557021,1711230024557021,03709814006471,2018-01-01,
proc_fap_1711230024566011,1711230024566011,03709814000783,2018-01-01,
proc_fap_1711220024567011,1711220024567011,18667212000192,2018-01-01,
proc_fap_1711010024571011,1711010024571011,03779133000368,2018-01-01,
proc_fap_1711010024572011,1711010024572011,03779133001097,2018-01-01,
proc_fap_1711010024573011,1711010024573011,03779133002069,2018-01-01,
proc_fap_1711010024574011,1711010024574011,03779133002735,2018-01-01,
proc_fap_1711040024575011,1711040024575011,03779133003707,2018-01-01,
proc_fap_1711010024576021,1711010024576021,03779133006480,2018-01-01,
proc_fap_1711230024577011,1711230024577011,03779133002301,2018-01-01,
proc_fap_1711190024578011,1711190024578011,90400888182828,2018-01-01,
proc_fap_1711040024580011,1711040024580011,03774819001508,2018-01-01,
proc_fap_1711040024581011,1711040024581011,03774819001761,2018-01-01,
proc_fap_1711040024582011,1711040024582011,03774819000102,2018-01-01,
proc_fap_1711230024583011,1711230024583011,90400888183395,2018-01-01,
proc_fap_1711040024584011,1711040024584011,03774819003039,2018-01-01,
proc_fap_1711230024585011,1711230024585011,90400888182909,2018-01-01,
proc_fap_1711130024586011,1711130024586011,59153569000130,2018-01-01,
proc_fap_1711060024587011,1711060024587011,33500984000129,2018-01-01,
proc_fap_1711080024588011,1711080024588011,42297507000107,2018-01-01,
proc_fap_1711080024589011,1711080024589011,40177446000100,2018-01-01,
proc_fap_1711140024590011,1711140024590011,30807663000183,2018-01-01,
proc_fap_1711140024591011,1711140024591011,05438013000160,2018-01-01,
proc_fap_1711170024592011,1711170024592011,32489650000139,2018-01-01,
proc_fap_1711170024593011,1711170024593011,30538060000123,2018-01-01,
proc_fap_1711170024594011,1711170024594011,33535568000166,2018-01-01,
proc_fap_1711160024595011,1711160024595011,44803922000293,2018-01-01,
proc_fap_1711240024596011,1711240024596011,00882430001156,2018-01-01,
proc_fap_1711230024597011,1711230024597011,08070566001254,2018-01-01,
proc_fap_1711240024598011,1711240024598011,93648343000148,2018-01-01,
proc_fap_1711240024599011,1711240024599011,54516661000101,2018-01-01,
proc_fap_1711150024600011,1711150024600011,45184066000117,2018-01-01,
proc_fap_1711230024601011,1711230024601011,83475913000272,2018-01-01,
proc_fap_1711240024602011,1711240024602011,83307926001123,2018-01-01,
proc_fap_1711240024603011,1711240024603011,54516661006649,2018-01-01,
proc_fap_1711150024604011,1711150024604011,45184066000389,2018-01-01,
proc_fap_1711240024605011,1711240024605011,04641376006096,2018-01-01,
proc_fap_1711150024606011,1711150024606011,45184066000460,2018-01-01,
proc_fap_1711150024607011,1711150024607011,45184066000540,2018-01-01,
proc_fap_1711240024608011,1711240024608011,04641376007815,2018-01-01,
proc_fap_1711240024609011,1711240024609011,08467115004866,2018-01-01,
proc_fap_1711230024610011,1711230024610011,08467115004947,2018-01-01,
proc_fap_1711220024611011,1711220024611011,08467115005080,2018-01-01,
proc_fap_1711150024612011,1711150024612011,72073117000378,2018-01-01,
proc_fap_1711150024613011,1711150024613011,72073117000459,2018-01-01,
proc_fap_1711220024614011,1711220024614011,88258884001525,2018-01-01,
proc_fap_1711240024615011,1711240024615011,04641376007149,2018-01-01,
proc_fap_1711160023976031,1711160023976031,02536066000398,2018-01-01,
proc_fap_1711240024616011,1711240024616011,88662838000191,2018-01-01,
proc_fap_1711240024617011,1711240024617011,04641376005871,2018-01-01,
proc_fap_1711220024618011,1711220024618011,08467115005161,2018-01-01,
proc_fap_1711150024619011,1711150024619011,82433301000173,2018-01-01,
proc_fap_1711240024620011,1711240024620011,04641376010875,2018-01-01,
proc_fap_1711010024621011,1711010024621011,00146889000110,2018-01-01,
proc_fap_1711240024622011,1711240024622011,88258884001606,2018-01-01,
proc_fap_1711240024623011,1711240024623011,04641376011502,2018-01-01,
proc_fap_1711240024625011,1711240024625011,00146889001000,2018-01-01,
proc_fap_1711170024626011,1711170024626011,17185786000404,2018-01-01,
proc_fap_1711150024627011,1711150024627011,79118311000100,2018-01-01,
proc_fap_1711240024628011,1711240024628011,04641376003232,2018-01-01,
proc_fap_1711240024629011,1711240024629011,04641376000136,2018-01-01,
proc_fap_1711140024630011,1711140024630011,88617733000110,2018-01-01,
proc_fap_1711210024631011,1711210024631011,79682852000166,2018-01-01,
proc_fap_1711240024633011,1711240024633011,08467115005323,2018-01-01,
proc_fap_1711240024632011,1711240024632011,04641376011685,2018-01-01,
proc_fap_1711240024634011,1711240024634011,08467115006486,2018-01-01,
proc_fap_1711240024635011,1711240024635011,08467115006567,2018-01-01,
proc_fap_1711150024636011,1711150024636011,76539600000194,2018-01-01,
proc_fap_1711240024637011,1711240024637011,04641376012657,2018-01-01,
proc_fap_1711150024638011,1711150024638011,76539600000860,2018-01-01,
proc_fap_1711150024639011,1711150024639011,76539600000941,2018-01-01,
proc_fap_1711150024641011,1711150024641011,76539600008926,2018-01-01,
proc_fap_1711240024642011,1711240024642011,08467115007458,2018-01-01,
proc_fap_1711240024643011,1711240024643011,04641376005448,2018-01-01,
proc_fap_1711240024644011,1711240024644011,08467115007610,2018-01-01,
proc_fap_1711240024645011,1711240024645011,08467115008420,2018-01-01,
proc_fap_1711240024646011,1711240024646011,08467115009078,2018-01-01,
proc_fap_1711240024647011,1711240024647011,08467115009582,2018-01-01,
proc_fap_1711240024648011,1711240024648011,04641376003402,2018-01-01,
proc_fap_1711240024649011,1711240024649011,08467115010165,2018-01-01,
proc_fap_1711240024651011,1711240024651011,08467115010599,2018-01-01,
proc_fap_1711240024650011,1711240024650011,04641376010522,2018-01-01,
proc_fap_1711150024652011,1711150024652011,79111779006022,2018-01-01,
proc_fap_1711240024653011,1711240024653011,04641376011332,2018-01-01,
proc_fap_1711240024654011,1711240024654011,04641376000640,2018-01-01,
proc_fap_1711240024655011,1711240024655011,04641376000560,2018-01-01,
proc_fap_1711070024656011,1711070024656011,00080671001262,2018-01-01,
proc_fap_1711160024493021,1711160024493021,17185786000161,2018-01-01,
proc_fap_1711240024657011,1711240024657011,50844182001631,2018-01-01,
proc_fap_1711170023949021,1711170023949021,06135538001757,2018-01-01,
proc_fap_1711150024658011,1711150024658011,77557635000119,2018-01-01,
proc_fap_1711230024659011,1711230024659011,50844182000902,2018-01-01,
proc_fap_1711230024660011,1711230024660011,50844182001208,2018-01-01,
proc_fap_1711160023946031,1711160023946031,04641376007300,2018-01-01,
proc_fap_1711150024661011,1711150024661011,75739797000142,2018-01-01,
proc_fap_1711100024662011,1711100024662011,04156194000250,2018-01-01,
proc_fap_1711170023944021,1711170023944021,04641376012738,2018-01-01,
proc_fap_1711130024663011,1711130024663011,50844182000155,2018-01-01,
proc_fap_1711240024640031,1711240024640031,04641376008897,2018-01-01,
proc_fap_1711200024664011,1711200024664011,50567288000159,2018-01-01,
proc_fap_1711200024665011,1711200024665011,50567288000663,2018-01-01,
proc_fap_1711200024053021,1711200024053021,04641376003828,2018-01-01,
proc_fap_1711200024666011,1711200024666011,50567288000744,2018-01-01,
proc_fap_1711170024667011,1711170024667011,17185786001133,2018-01-01,
proc_fap_1711170023982031,1711170023982031,02536066000550,2018-01-01,
proc_fap_1711240024624021,1711240024624021,04641376006258,2018-01-01,
proc_fap_1711240024668011,1711240024668011,50844182001984,2018-01-01,
proc_fap_1711170024669011,1711170024669011,00000000001082,2018-01-01,
proc_fap_1711170024670021,1711170024670021,02536066000630,2018-01-01,
proc_fap_1711240024671011,1711240024671011,60554219000164,2018-01-01,
proc_fap_1711170024672011,1711170024672011,02536066000983,2018-01-01,
proc_fap_1711240024673011,1711240024673011,17185786001486,2018-01-01,
proc_fap_1711070024674011,1711070024674011,06855175000167,2018-01-01,
proc_fap_1711240024675011,1711240024675011,08490666000187,2018-01-01,
proc_fap_1711070024676011,1711070024676011,06855175001724,2018-01-01,
proc_fap_1711240024678011,1711240024678011,02535568000132,2018-01-01,
proc_fap_1711070024681011,1711070024681011,12066015000212,2018-01-01,
proc_fap_1711240024680011,1711240024680011,77887917000184,2018-01-01,
proc_fap_1711070024682011,1711070024682011,12066015001103,2018-01-01,
proc_fap_1711240024683011,1711240024683011,71452106000174,2018-01-01,
proc_fap_1711170024684011,1711170024684011,00000000002054,2018-01-01,
proc_fap_1711160024685011,1711160024685011,03528670000173,2018-01-01,
proc_fap_1711160023896021,1711160023896021,08219000000199,2018-01-01,
proc_fap_1711170023977021,1711170023977021,02536066001017,2018-01-01,
proc_fap_1711200024686011,1711200024686011,00000000006394,2018-01-01,
proc_fap_1711170024687011,1711170024687011,00000000010820,2018-01-01,
proc_fap_1711230024705011,1711230024705011,01928075000361,2018-01-01,
proc_fap_1711170024706011,1711170024706011,00000000012440,2018-01-01,
proc_fap_1711240024707011,1711240024707011,40450769000126,2018-01-01,
proc_fap_1711010024679021,1711010024679021,01928075000108,2018-01-01,
proc_fap_1711240024708011,1711240024708011,40450769009697,2018-01-01,
proc_fap_1711170023983041,1711170023983041,02536066001521,2018-01-01,
proc_fap_1711240024710011,1711240024710011,40450769010199,2018-01-01,
proc_fap_1711230024709011,1711230024709011,01928075001252,2018-01-01,
proc_fap_1711240024712011,1711240024712011,40450769010431,2018-01-01,
proc_fap_1711230024711011,1711230024711011,01928075001333,2018-01-01,
proc_fap_1711230024713011,1711230024713011,01928075001414,2018-01-01,
proc_fap_1711230024714011,1711230024714011,01928075001503,2018-01-01,
proc_fap_1711170023978021,1711170023978021,02536066002250,2018-01-01,
proc_fap_1711230024715011,1711230024715011,01928075002143,2018-01-01,
proc_fap_1711230024716011,1711230024716011,50844182001470,2018-01-01,
proc_fap_1711230024718011,1711230024718011,01928075002305,2018-01-01,
proc_fap_1711220024719011,1711220024719011,53359089000143,2018-01-01,
proc_fap_1711170024721011,1711170024721011,00000000017590,2018-01-01,
proc_fap_1711230024720011,1711230024720011,01928075002496,2018-01-01,
proc_fap_1711070024722011,1711070024722011,12066015000999,2018-01-01,
proc_fap_1711230024723011,1711230024723011,01928075002909,2018-01-01,
proc_fap_1711170023975031,1711170023975031,02536066002331,2018-01-01,
proc_fap_1711230024724011,1711230024724011,01928075003115,2018-01-01,
proc_fap_1711240024725011,1711240024725011,02917443000339,2018-01-01,
proc_fap_1711070024726011,1711070024726011,12066015001022,2018-01-01,
proc_fap_1711240024727011,1711240024727011,01928075006483,2018-01-01,
proc_fap_1711240024728011,1711240024728011,02917443000681,2018-01-01,
proc_fap_1711240024729011,1711240024729011,01928075006726,2018-01-01,
proc_fap_1711080024730011,1711080024730011,12066015001294,2018-01-01,
proc_fap_1711240024731011,1711240024731011,01928075006807,2018-01-01,
proc_fap_1711080024733011,1711080024733011,12066015001375,2018-01-01,
proc_fap_1711240024732011,1711240024732011,01928075007021,2018-01-01,
proc_fap_1711240024734011,1711240024734011,02917443000762,2018-01-01,
proc_fap_1711240024735011,1711240024735011,01928075007960,2018-01-01,
proc_fap_1711170023979021,1711170023979021,13505470000159,2018-01-01,
proc_fap_1711200024736011,1711200024736011,14532494000160,2018-01-01,
proc_fap_1711240024737011,1711240024737011,01928075008346,2018-01-01,
proc_fap_1711240024738011,1711240024738011,01928075008850,2018-01-01,
proc_fap_1711240024739011,1711240024739011,70939574000105,2018-01-01,
proc_fap_1711240024740011,1711240024740011,91506246000195,2018-01-01,
proc_fap_1711080024742011,1711080024742011,12066015002185,2018-01-01,
proc_fap_1711240024741011,1711240024741011,01928075009318,2018-01-01,
proc_fap_1711240024744011,1711240024744011,01928075010081,2018-01-01,
proc_fap_1711170023980031,1711170023980031,13091720000151,2018-01-01,
proc_fap_1711240024745011,1711240024745011,01928075010162,2018-01-01,
proc_fap_1711240024746011,1711240024746011,62895792000167,2018-01-01,
proc_fap_1711240024747011,1711240024747011,01928075010324,2018-01-01,
proc_fap_1711230024569021,1711230024569021,03299837000171,2018-01-01,
proc_fap_1711240024748011,1711240024748011,01928075011215,2018-01-01,
proc_fap_1711240024749011,1711240024749011,03568496000192,2018-01-01,
proc_fap_1711070024750011,1711070024750011,01616270000194,2018-01-01,
proc_fap_1711240024751011,1711240024751011,02265823000174,2018-01-01,
proc_fap_1711240024752011,1711240024752011,33931783000186,2018-01-01,
proc_fap_1711170023981041,1711170023981041,15339921000150,2018-01-01,
proc_fap_1711170024570021,1711170024570021,13742401000169,2018-01-01,
proc_fap_1711200024753011,1711200024753011,83310441001008,2018-01-01,
proc_fap_1711210024755011,1711210024755011,45361425000598,2018-01-01,
proc_fap_1711230024754011,1711230024754011,76364702000116,2018-01-01,
proc_fap_1711170024568031,1711170024568031,01369424000433,2018-01-01,
proc_fap_1711210024756011,1711210024756011,45361425000164,2018-01-01,
proc_fap_1711210024757011,1711210024757011,07786727000195,2018-01-01,
proc_fap_1711240024758011,1711240024758011,06261891000116,2018-01-01,
proc_fap_1711240024759011,1711240024759011,07578713000186,2018-01-01,
proc_fap_1711130024765011,1711130024765011,49032337000170,2018-01-01,
proc_fap_1711240024766011,1711240024766011,61193496000151,2018-01-01,
proc_fap_1711240024767011,1711240024767011,01369424000190,2018-01-01,
proc_fap_1711240024768011,1711240024768011,77657898000108,2018-01-01,
proc_fap_1711230024769011,1711230024769011,92715812000131,2018-01-01,
proc_fap_1711240024770011,1711240024770011,05108435000178,2018-01-01,
proc_fap_1711200024772011,1711200024772011,00000000018805,2018-01-01,
proc_fap_1711240024773011,1711240024773011,92715812000484,2018-01-01,
proc_fap_1711060024775011,1711060024775011,47960950001799,2018-01-01,
proc_fap_1711240024776011,1711240024776011,92715812000565,2018-01-01,
proc_fap_1711200024778011,1711200024778011,00000000020893,2018-01-01,
proc_fap_1711240024777011,1711240024777011,03802753000109,2018-01-01,
proc_fap_1711060024779011,1711060024779011,47960950002337,2018-01-01,
proc_fap_1711060024780011,1711060024780011,47960950002922,2018-01-01,
proc_fap_1711170024781011,1711170024781011,00000000023302,2018-01-01,
proc_fap_1711170024782011,1711170024782011,00000000024376,2018-01-01,
proc_fap_1711060024783011,1711060024783011,47960950003490,2018-01-01,
proc_fap_1711060024784011,1711060024784011,47960950004542,2018-01-01,
proc_fap_1711240024785011,1711240024785011,92715812001022,2018-01-01,
proc_fap_1711240024786011,1711240024786011,84683887000150,2018-01-01,
proc_fap_1711240024787011,1711240024787011,90400888184952,2018-01-01,
proc_fap_1711240024788011,1711240024788011,03802753000290,2018-01-01,
proc_fap_1711240024789011,1711240024789011,90400888185096,2018-01-01,
proc_fap_1711240024790011,1711240024790011,90400888185509,2018-01-01,
proc_fap_1711240024791011,1711240024791011,90400888187706,2018-01-01,
proc_fap_1711110024792011,1711110024792011,90400888000223,2018-01-01,
proc_fap_1711240024793011,1711240024793011,00348003005422,2018-01-01,
proc_fap_1711240024794011,1711240024794011,90400888189598,2018-01-01,
proc_fap_1711160024795011,1711160024795011,06247344000186,2018-01-01,
proc_fap_1711240024796011,1711240024796011,90400888189679,2018-01-01,
proc_fap_1711110024797011,1711110024797011,90400888000819,2018-01-01,
proc_fap_1711230024798011,1711230024798011,09868134000101,2018-01-01,
proc_fap_1711240024799011,1711240024799011,90400888189830,2018-01-01,
proc_fap_1711110024800011,1711110024800011,90400888001114,2018-01-01,
proc_fap_1711240024801011,1711240024801011,90400888189911,2018-01-01,
proc_fap_1711240024802011,1711240024802011,90400888190090,2018-01-01,
proc_fap_1711240024804011,1711240024804011,90400888191142,2018-01-01,
proc_fap_1711230024803021,1711230024803021,02536066000126,2018-01-01,
proc_fap_1711110024805011,1711110024805011,90400888001890,2018-01-01,
proc_fap_1711110024806011,1711110024806011,90400888002277,2018-01-01,
proc_fap_1711110024807011,1711110024807011,90400888002862,2018-01-01,
proc_fap_1711240024808011,1711240024808011,90400888191304,2018-01-01,
proc_fap_1711110024809011,1711110024809011,90400888004725,2018-01-01,
proc_fap_1711110024810011,1711110024810011,90400888004806,2018-01-01,
proc_fap_1711240024811011,1711240024811011,90400888191819,2018-01-01,
proc_fap_1711110024813011,1711110024813011,90400888006426,2018-01-01,
proc_fap_1711170024812011,1711170024812011,01339721000789,2018-01-01,
proc_fap_1711240024814011,1711240024814011,20651311000128,2018-01-01,
proc_fap_1711240024815011,1711240024815011,90400888192033,2018-01-01,
proc_fap_1711110024816011,1711110024816011,90400888008046,2018-01-01,
proc_fap_1711240024817011,1711240024817011,90400888192114,2018-01-01,
proc_fap_1711110024818011,1711110024818011,90400888008127,2018-01-01,
proc_fap_1711110024819011,1711110024819011,90400888008631,2018-01-01,
proc_fap_1711240024820011,1711240024820011,90400888192548,2018-01-01,
proc_fap_1711240024821011,1711240024821011,39469291000105,2018-01-01,
proc_fap_1711110024822011,1711110024822011,90400888010296,2018-01-01,
proc_fap_1711110024823011,1711110024823011,90400888010539,2018-01-01,
proc_fap_1711240024824011,1711240024824011,90400888192971,2018-01-01,
proc_fap_1711110024825011,1711110024825011,90400888010709,2018-01-01,
proc_fap_1711110024826011,1711110024826011,90400888011420,2018-01-01,
proc_fap_1711110024827011,1711110024827011,90400888013716,2018-01-01,
proc_fap_1711240024828011,1711240024828011,90400888193005,2018-01-01,
proc_fap_1711110024829011,1711110024829011,90400888014526,2018-01-01,
proc_fap_1711110024830011,1711110024830011,90400888018947,2018-01-01,
proc_fap_1711240024831011,1711240024831011,17262213000194,2018-01-01,
proc_fap_1711110024832011,1711110024832011,90400888021069,2018-01-01,
proc_fap_1711240024833011,1711240024833011,90400888193358,2018-01-01,
proc_fap_1711110024834011,1711110024834011,90400888022707,2018-01-01,
proc_fap_1711240024835011,1711240024835011,90400888193862,2018-01-01,
proc_fap_1711110024836011,1711110024836011,90400888023355,2018-01-01,
proc_fap_1711110024837011,1711110024837011,90400888024165,2018-01-01,
